aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp_diff,humi_diff,w_dir_diff,wind_diff,rain_diff
48,50,14,13,0.6,66,48,26,0,0,45,-1,0
46,48,13,14,0.6,67,46,23,0,-1,0,0,0
43,46,12,14,0.6,67,43,25,0,0,-45,1,0
46,43,13,17,0.6,63,46,26,1,-2,80,-1,0
46,46,14,21,0.6,56,46,27,0,0,-125,-1,0
49,46,15,20,0.6,52,49,28,2,-8,125,2,0
50,49,13,15,0.6,55,50,29,2,-4,190,0,0
42,50,14,17,0.6,51,42,24,0,0,0,0,0
42,42,15,17,0.6,49,42,23,0,1,-135,0,0
42,42,15,18,0.5,46,42,24,1,-4,135,0,0
44,42,13,17,0.5,46,44,24,0,3,0,0,0
42,44,11,16,0.6,44,42,24,0,1,-135,-1,0
46,42,10,21,0.6,34,46,24,0,2,0,1,0
39,46,9,10,0.5,42,39,22,0,2,0,0,0
39,39,10,11,0.6,40,39,23,0,1,-55,0,0
45,39,7,8,0.6,48,45,30,-1,1,0,-1,0
39,45,8,7,0.6,47,39,21,0,0,-35,1,0
34,39,9,11,0.6,40,34,22,-1,8,35,-1,0
35,34,10,17,0.6,36,35,19,-1,9,-35,0,0
34,35,11,21,0.6,28,34,22,0,2,-45,0,0
38,34,13,23,0.7,28,38,21,0,3,-45,0,0.2
40,38,13,18,0.7,36,40,25,0,0,0,0,-0.2
41,40,12,15,0.6,45,41,24,0,1,45,0,0
41,41,11,12,0.6,56,41,26,1,0,0,1,0
42,41,11,10,0.6,72,42,25,0,0,45,-1,0
41,42,10,8,0.5,84,41,25,-1,0,0,0,0
45,41,10,10,0.6,94,45,27,1,0,0,0,0
48,45,11,11,0.6,94,48,30,0,-1,-90,0,0
51,48,12,13,0.7,70,51,33,2,-6,180,0,0
60,51,16,14,0.7,55,59,43,2,-7,135,1,0
73,60,14,13,0.7,58,71,53,1,-8,-135,0,0
70,73,11,14,0.6,58,68,51,2,-8,135,0,0
68,70,10,14,0.6,47,67,49,1,-6,-135,-1,0
60,68,9,14,0.6,34,63,43,0,-2,-55,1,0
58,60,8,15,0.6,26,56,41,2,-7,-35,0,0
52,58,9,16,0.7,21,53,35,-4,14,-45,0,0
51,52,9,14,0.7,20,51,33,-2,9,0,0,0
45,51,9,12,0.7,20,45,29,-1,5,0,0,0
42,45,9,10,0.6,22,39,29,-1,2,0,0,0
34,42,9,8,0.6,29,34,23,0,2,0,0,0
26,34,8,7,0.6,38,26,18,-1,5,0,0,0
26,26,8,6,0.6,47,26,15,0,2,0,-1,0
24,26,8,9,0.5,48,24,15,0,3,0,0,0
25,24,8,11,0.6,46,25,15,0,1,0,1,0
27,25,9,13,0.6,48,27,17,0,-1,0,0,0
33,27,10,15,0.6,50,33,21,-1,-2,0,0,0
39,33,12,15,0.7,50,39,26,0,-1,0,0,0
42,39,13,15,0.7,54,42,28,0,0,0,0,0
43,42,13,14,0.7,70,43,27,0,-2,0,0,0
45,43,13,14,0.6,91,45,29,0,-1,0,0,0
49,45,13,14,0.6,107,49,29,0,2,0,0,0
52,49,12,14,0.6,110,54,30,0,-1,45,0,0
53,52,11,13,0.7,97,55,34,1,-3,-45,0,0
55,53,12,13,0.7,78,59,36,1,-5,0,0,0
59,55,11,14,0.7,61,61,42,1,-6,45,0,0
68,59,11,18,0.7,47,66,49,2,-7,-90,-1,0
75,68,12,21,0.7,37,73,55,2,-3,90,1,0
74,75,13,21,0.7,34,74,54,1,-5,-45,0,0
69,74,12,21,0.7,31,69,50,1,-4,-45,0,0
63,69,12,20,0.7,28,65,45,0,4,45,0,0
59,63,12,19,0.7,25,60,42,-1,5,0,0,0
54,59,11,17,0.7,27,56,38,-2,10,0,0,0
52,54,11,17,0.7,28,53,36,-2,7,0,0,0
51,52,10,16,0.7,30,52,34,-1,3,0,0,0
50,51,9,15,0.6,34,50,33,0,0,0,0,0
49,50,9,15,0.6,34,49,33,0,2,0,0,0
50,49,10,16,0.6,34,50,31,0,2,0,0,0
48,50,11,17,0.7,34,48,32,0,1,45,-1,0
52,48,12,17,0.7,40,53,34,-1,1,-45,0,0
53,52,13,18,0.7,52,56,36,0,0,0,1,0
56,53,13,14,0.6,78,61,37,0,2,0,0,0
54,56,11,9,0.4,104,57,28,0,0,45,-1,0
53,54,9,7,0.4,115,56,22,-1,2,-45,0,0
47,53,9,8,0.4,122,47,16,0,2,45,0,0
43,47,9,9,0.4,126,43,17,0,1,-45,1,0
47,43,9,11,0.4,126,47,18,0,1,45,-1,0
51,47,11,16,0.5,113,51,19,2,-8,0,0,0
58,51,12,16,0.8,78,65,31,3,-14,-45,0,0
75,58,14,16,0.8,52,81,55,5,-20,0,0,0
89,75,14,15,0.8,38,90,66,3,-18,80,1,0
93,89,10,14,0.7,50,88,69,3,-15,190,0,0
73,93,10,12,0.7,65,72,53,0,-1,0,0,0
63,73,11,12,0.6,64,63,45,0,-2,-135,0,0
59,63,11,9,0.7,64,64,42,1,0,0,0,0
69,59,10,10,0.7,59,72,50,-8,39,-135,0,0
83,69,9,9,0.7,74,80,61,-4,14,0,0,0
80,83,9,9,0.7,78,78,59,-1,8,-45,0,0
84,80,9,9,0.6,83,82,62,-1,0,0,0,0
87,84,9,8,0.6,85,83,64,0,-1,45,0,0
85,87,9,8,0.6,87,78,63,0,-1,0,0,0
80,85,9,10,0.6,82,74,59,0,0,0,0,0
74,80,9,13,0.6,75,69,54,0,0,-45,0,0
68,74,10,15,0.6,70,67,49,-1,1,0,0,0
64,68,10,14,0.6,67,61,46,1,-5,0,0,0
52,64,10,13,0.6,70,50,36,-1,-1,0,0,0
40,52,9,11,0.6,77,40,26,0,0,45,0,0
39,40,9,11,0.6,84,39,25,0,1,-45,-1,0
41,39,10,14,0.6,85,41,28,0,-2,0,1,0
44,41,12,14,0.6,87,44,29,0,1,0,0,0
42,44,12,15,0.6,86,42,26,0,-1,0,0,0
44,42,12,18,0.7,85,44,27,0,-4,225,0,0
46,44,13,21,0.7,81,46,30,0,-2,-225,0,0
46,46,16,22,0.7,75,46,31,1,1,225,0,0
53,46,15,18,0.7,68,55,36,1,-9,-180,0,0
55,53,12,14,0.7,69,54,39,0,-1,0,0,0
50,55,12,14,0.6,65,47,35,1,-3,-45,0,0
50,50,10,12,0.6,59,50,35,-1,4,225,0,0
67,50,9,11,0.6,58,68,48,0,-2,-225,-1,0
68,67,9,10,0.5,59,81,49,0,-4,225,1,0
63,68,7,8,0.5,61,74,45,0,1,-225,0,0
53,63,7,7,0.4,67,56,35,-1,7,45,0,0
43,53,7,6,0.4,73,43,26,-2,8,-45,0,0
33,43,6,5,0.4,75,33,19,0,-1,45,0,0
25,33,6,6,0.4,78,20,11,0,1,-45,0,0
23,25,6,10,0.4,72,18,11,-1,3,225,0,0
22,23,8,13,0.4,68,21,13,-1,1,0,0,0
32,22,9,13,0.4,68,32,19,-1,8,-225,0,0.1
44,32,10,12,0.4,69,44,23,0,6,0,0,1.3
50,44,10,12,0.4,71,50,23,-1,-2,0,-1,-1.1
48,50,10,11,0.4,72,48,22,0,-3,0,1,-0.2
47,48,10,10,0.5,74,47,22,-1,-1,0,0,-0.1
47,47,9,10,0.5,76,47,24,0,3,45,0,0.5
45,47,9,12,0.5,76,45,22,0,-4,-45,0,-0.4
43,45,10,13,0.5,73,43,23,0,-2,0,0,-0.1
47,43,11,15,0.5,68,47,26,1,-6,225,0,0
48,47,12,16,0.5,62,48,26,1,-2,-180,0,0
46,48,12,17,0.5,58,46,25,1,-5,-45,0,0
45,46,11,19,0.5,52,45,25,0,3,225,0,0
49,45,13,21,0.6,49,49,29,1,-3,-135,-1,0
47,49,13,21,0.6,46,47,27,0,-3,0,1,0
48,47,12,27,0.6,33,48,26,-1,7,-45,-1,0
48,48,12,28,0.6,31,48,27,0,3,45,1,0
49,48,12,27,0.6,32,49,27,-1,2,-45,0,0
49,49,12,24,0.6,33,49,27,0,1,0,0,0
45,49,13,23,0.6,32,45,27,0,2,0,0,0
46,45,13,18,0.6,37,46,28,0,0,0,-1,0
43,46,12,19,0.6,37,43,27,0,1,80,0,0
44,43,11,23,0.6,31,44,28,0,1,-125,0,0
46,44,11,28,0.7,26,46,28,0,1,90,0,0
50,46,12,26,0.7,29,50,28,0,0,-45,0,0
52,50,13,30,0.7,27,53,31,0,1,45,0,0
56,52,17,31,0.8,35,61,32,0,0,-45,0,0
59,56,16,23,0.7,55,67,35,0,2,45,0,0
55,59,14,19,0.7,66,59,32,-1,5,0,1,0
54,55,14,21,0.7,66,57,32,0,6,-45,-1,0
55,54,13,21,0.7,64,60,34,0,1,0,1,0
56,55,13,23,0.7,65,62,34,0,0,0,-1,0
57,56,13,28,0.8,60,64,36,0,-1,0,1,0
58,57,15,30,0.8,55,65,38,0,-4,0,0,0
60,58,13,25,0.8,60,70,43,1,-3,45,-1,0
59,60,15,28,0.8,54,68,42,1,-4,-45,0,0
63,59,15,30,0.8,48,69,45,0,-3,0,0,0
64,63,12,22,0.7,56,72,46,1,-2,0,0,0
58,64,9,21,0.7,52,65,40,1,-2,0,0,0
55,58,7,18,0.7,47,58,39,0,0,0,0,0
50,55,6,15,0.7,43,44,35,0,3,135,0,0
33,50,6,12,0.6,42,30,23,0,3,45,0,0
28,33,6,12,0.6,40,24,19,0,3,45,0,0
26,28,6,11,0.6,37,24,18,0,-1,-180,0,0
25,26,6,12,0.6,31,24,17,0,0,0,1,0
35,25,7,14,0.7,29,34,24,-1,11,0,-1,0.1
39,35,7,16,0.7,28,38,27,-1,2,-45,1,0.6
43,39,9,21,0.7,24,43,29,0,1,0,0,0
48,43,11,21,0.7,25,47,33,0,0,0,0,-0.1
50,48,13,20,0.7,30,47,35,-1,0,45,-1,-0.4
50,50,14,20,0.7,39,50,35,0,0,-45,1,0
50,50,14,20,0.7,49,50,33,0,0,0,-1,0
50,50,14,20,0.7,60,50,33,0,0,180,0,-0.1
53,50,14,20,0.8,70,55,33,0,-4,-180,0,-0.1
54,53,13,21,0.8,78,57,37,0,0,45,0,0.1
60,54,13,23,0.7,81,70,38,0,0,0,0,-0.1
62,60,11,25,0.7,77,66,44,1,-5,-90,0,0
63,62,12,26,0.8,71,67,45,1,-8,0,0,0
64,63,13,21,0.7,63,68,46,2,-7,125,0,0
62,64,12,19,0.7,60,61,44,1,-3,55,0,0
59,62,12,16,0.7,58,59,42,1,-2,0,0,0
58,59,10,15,0.6,56,55,41,0,-2,135,0,0
54,58,8,13,0.6,49,53,38,1,1,-315,0,0
57,54,8,12,0.6,41,52,40,0,-1,45,0,0
48,57,7,10,0.6,44,43,33,0,2,0,1,0
39,48,7,7,0.5,64,35,27,-1,4,0,0,0
42,39,7,7,0.5,74,40,29,0,2,0,0,0
46,42,7,6,0.5,74,46,31,-1,2,0,0,0
49,46,7,6,0.5,69,49,31,0,1,45,0,0
48,49,10,9,0.6,61,48,31,-1,4,-45,0,0
51,48,12,16,0.6,46,52,33,-1,9,0,0,0
54,51,12,21,0.7,42,55,38,-1,4,0,0,0.4
59,54,16,22,0.7,48,60,42,0,-5,0,0,-0.3
64,59,16,18,0.6,57,71,46,0,-3,0,0,-0.1
60,64,16,15,0.6,63,66,43,0,-1,-45,0,0
59,60,14,14,0.6,70,65,42,0,-3,45,0,0
62,59,14,15,0.6,70,62,44,0,1,0,0,0
62,62,15,15,0.6,73,66,44,0,1,0,-1,0
65,62,16,16,0.6,75,66,47,0,0,0,0,0
72,65,16,17,0.6,76,72,52,1,-4,-45,1,0
74,72,12,18,0.6,74,78,54,0,-3,225,-1,0
83,74,12,19,0.7,67,85,61,1,-3,0,1,0
87,83,16,20,0.7,61,89,64,0,0,-225,0,0
83,87,13,21,0.6,56,86,61,0,-1,225,0,0
73,83,12,18,0.6,56,76,53,0,-2,-225,0,0
57,73,11,17,0.6,50,58,40,0,-1,45,0,0
55,57,10,13,0.5,51,55,39,1,-1,0,0,0
47,55,9,9,0.5,66,47,32,0,-1,0,1,0
41,47,8,9,0.5,73,41,28,-1,3,0,-1,0
43,41,8,8,0.5,78,43,30,0,6,45,0,0
49,43,7,7,0.5,85,49,34,-1,4,-90,0,0
51,49,7,7,0.5,86,52,34,0,-3,0,0,0
53,51,7,7,0.5,86,55,35,0,1,45,0,0
55,53,7,6,0.6,84,59,38,-1,3,45,0,0
57,55,7,9,0.6,79,62,40,0,2,0,0,0
57,57,8,12,0.6,76,64,40,-1,-3,-45,0,0
57,57,8,12,0.6,79,63,39,0,-1,0,0,0
56,57,9,13,0.6,81,61,36,0,-2,0,0,0
55,56,9,13,0.6,82,60,37,0,-1,0,0,0
53,55,9,11,0.6,87,56,36,0,1,-45,0,0
52,53,8,10,0.6,92,53,32,-1,2,45,0,0
50,52,9,10,0.6,94,50,33,0,1,0,0,0
49,50,8,11,0.6,95,49,31,0,-2,0,0,0
51,49,8,11,0.6,95,52,33,1,-2,45,0,0
54,51,9,13,0.6,94,57,34,1,-5,-45,0,0
55,54,10,15,0.6,91,59,38,1,-3,45,-1,0
59,55,12,19,0.7,84,66,42,0,-4,-45,1,0
65,59,14,20,0.6,82,74,47,1,-5,45,0,0
75,65,13,19,0.6,86,89,55,1,-2,-45,0,0
74,75,12,18,0.6,82,90,54,0,-1,45,0,0
65,74,11,16,0.6,81,79,47,0,0,-45,0,0
62,65,12,16,0.6,79,74,44,0,0,0,0,0
62,62,13,17,0.6,76,73,41,0,0,0,0,0
63,62,13,17,0.6,73,75,41,-1,2,0,0,0
63,63,14,17,0.6,69,75,39,0,2,0,0,0
62,63,14,18,0.6,65,73,40,-1,2,0,0,0
63,62,14,20,0.6,60,76,41,0,1,0,0,0
63,63,14,22,0.6,59,75,40,0,1,0,0,0
65,63,15,26,0.6,56,79,41,0,1,0,0,0
63,65,15,25,0.6,62,76,41,0,0,0,0,0
65,63,15,24,0.6,70,80,40,-1,0,45,-1,0
65,65,14,21,0.6,79,79,38,0,-3,-45,0,0
65,65,15,21,0.5,78,79,36,0,7,135,0,0
69,65,13,16,0.6,86,88,40,0,1,0,0,0
73,69,13,15,0.6,91,95,41,-1,3,-55,0,0
71,73,12,15,0.6,93,92,40,0,0,0,0,0
68,71,11,19,0.6,89,85,40,0,2,-125,0,0
67,68,11,20,0.6,83,84,42,1,-8,90,0,0
67,67,11,20,0.7,80,83,44,1,-8,90,0,0
64,67,10,17,0.7,80,78,44,1,-3,-55,0,0
65,64,9,16,0.7,78,77,47,0,-2,190,0,0
64,65,8,17,0.7,72,78,45,1,0,0,1,0
62,64,8,20,0.7,63,74,44,1,1,0,0,0
62,62,7,23,0.7,53,71,44,1,-3,-225,0,0
58,62,7,23,0.7,46,62,41,0,1,0,0,0
54,58,7,19,0.6,47,55,38,0,3,0,0,0
44,54,6,18,0.6,46,44,30,-1,4,0,0,0
38,44,7,16,0.6,45,36,26,-1,6,35,0,0
30,38,7,13,0.6,49,30,21,-1,11,0,0,0
27,30,7,12,0.6,48,27,16,-1,12,-35,0,0
24,27,6,12,0.6,48,24,14,-1,2,0,-1,0
19,24,6,13,0.7,45,19,12,0,3,0,0,0.2
17,19,7,20,0.7,37,17,10,-1,0,-45,1,0.1
19,17,7,24,0.8,32,19,12,0,1,0,0,0
19,19,7,24,0.8,32,19,13,0,0,0,-1,-0.2
23,19,8,25,0.8,31,23,14,0,0,0,0,0
27,23,9,26,0.8,30,27,14,0,1,0,0,0
26,27,9,27,0.8,30,26,16,0,0,45,0,0
29,26,9,27,0.8,28,29,16,0,0,0,0,0
30,29,9,26,0.8,28,30,18,0,0,0,0,0.1
26,30,9,23,0.8,28,26,16,0,0,0,0,-0.1
28,26,8,24,0.7,28,28,17,0,0,-45,0,-0.1
31,28,9,23,0.7,30,31,20,1,0,45,0,0.1
38,31,10,25,0.7,26,35,26,0,0,-45,0,0.1
55,38,9,29,0.7,16,51,39,0,0,45,0,-0.2
72,55,9,29,0.8,20,66,52,0,-1,-45,0,0.2
64,72,10,27,0.8,31,60,46,0,0,0,1,-0.2
68,64,10,26,0.7,36,61,49,0,0,0,0,0
72,68,11,22,0.7,39,64,52,0,0,0,0,0
62,72,12,21,0.7,38,61,44,0,-1,0,0,0
51,62,12,16,0.7,41,51,35,0,-2,0,0,0
36,51,10,11,0.6,48,36,24,-1,2,-45,-1,0.1
18,36,10,8,0.6,56,17,11,0,0,0,0,0.4
17,18,11,9,0.6,53,14,7,0,0,0,0,-0.3
17,17,11,9,0.6,49,17,9,0,-2,45,0,-0.2
15,17,10,11,0.6,45,15,9,0,-1,-45,0,0
17,15,10,16,0.6,37,17,10,0,1,0,0,0
17,17,11,19,0.6,30,17,8,0,0,45,0,0.1
18,17,13,19,0.6,30,18,10,0,-2,-45,1,-0.1
21,18,15,17,0.6,34,21,10,0,-2,0,-1,0
22,21,15,19,0.6,37,22,10,0,-4,0,1,0
28,22,15,16,0.6,45,28,13,0,0,0,0,0
21,28,11,13,0.6,56,21,8,0,-1,0,-1,0
26,21,11,14,0.6,62,26,7,-1,0,0,1,0
27,26,13,16,0.6,61,27,10,0,2,0,0,0
32,27,15,18,0.6,60,32,15,1,-1,225,0,0
32,32,17,20,0.6,59,32,16,0,-3,0,0,0
37,32,15,19,0.5,57,37,20,0,-2,0,0,0
36,37,15,20,0.5,54,36,19,1,-6,-225,0,0
43,36,15,21,0.5,49,43,26,1,-4,45,-1,0
42,43,17,22,0.5,48,42,27,0,-2,-45,1,0
48,42,18,23,0.5,47,48,31,0,-4,0,0,0
55,48,21,20,0.5,50,54,39,0,3,0,0,0
57,55,23,20,0.6,50,56,40,0,-1,45,0,0
55,57,22,17,0.6,52,58,39,0,1,-45,0,0
52,55,21,19,0.6,47,53,35,-1,3,0,0,0
51,52,21,22,0.6,40,51,31,0,2,45,0,0
53,51,21,27,0.6,35,55,33,-1,0,180,-1,0
51,53,19,26,0.6,28,52,30,0,-1,-225,1,0
52,51,18,28,0.6,23,53,32,0,2,45,0,0
55,52,18,34,0.7,16,60,35,0,2,180,-1,0
56,55,24,38,0.7,16,62,37,-1,0,-225,1,0
62,56,30,39,0.8,20,73,40,0,0,225,-1,0
63,62,33,44,0.8,19,76,44,0,0,-135,0,0
66,63,35,48,0.8,19,81,45,0,4,225,0,0
67,66,36,52,0.9,16,83,44,0,2,-315,-1,0
70,67,39,54,0.9,17,90,50,0,2,180,1,0
73,70,39,59,1,16,95,53,0,1,-180,0,0
73,73,36,62,0.9,19,96,50,0,0,90,0,0
71,73,35,63,0.9,22,91,49,0,-3,0,0,0
64,71,18,64,1.1,5,78,46,3,-7,0,0,0
70,64,21,59,1.1,5,75,51,0,-3,0,0,0
72,70,22,54,1.2,5,81,52,1,-1,0,0,0
74,72,21,52,1.1,4,82,54,0,-4,0,0,0
73,74,20,47,1.1,4,80,53,0,2,0,0,0
72,73,19,43,1,13,78,52,0,0,0,0,0
65,72,16,34,0.6,34,71,47,-1,10,-90,0,0.1
51,65,14,26,0.5,45,51,32,-1,11,315,0,-0.1
46,51,13,15,0.4,66,46,29,0,0,-135,0,0
42,46,11,11,0.4,82,42,25,-1,2,135,0,0
43,42,10,14,0.4,79,43,25,0,2,-135,0,0.1
48,43,13,27,0.5,65,48,27,0,2,0,0,0
53,48,19,38,0.6,53,55,29,0,1,0,0,-0.1
61,53,18,31,0.5,76,72,33,0,-2,-55,0,0
61,61,17,21,0.5,100,71,32,1,-9,0,0,0
61,61,16,16,0.4,115,71,31,-1,0,0,0,0
56,61,13,13,0.4,124,61,29,1,-9,-35,0,0
53,56,10,10,0.4,130,56,28,-1,2,35,0,0
50,53,9,10,0.4,133,50,23,-1,3,-125,0,0
48,50,8,12,0.4,134,48,23,0,-3,225,0,0
49,48,8,13,0.4,134,49,22,3,-13,0,1,0
45,49,9,17,0.5,131,45,23,2,-11,-225,-1,0
49,45,10,28,0.6,115,49,25,2,-6,45,1,0
54,49,18,63,0.9,59,57,28,1,-7,0,0,0
67,54,24,68,1,40,84,40,2,-2,0,0,0
80,67,25,72,1.1,25,109,49,0,-4,80,0,0
89,80,24,66,0.9,25,128,58,2,-5,100,0,0
86,89,21,60,0.9,22,121,52,0,-1,0,-1,0
85,86,23,55,0.8,19,119,53,1,1,0,1,0
78,85,20,50,0.8,19,105,53,-2,1,90,-1,0
75,78,18,48,0.8,18,99,48,-2,13,-45,0,0
63,75,22,38,0.7,28,76,44,-7,35,-45,0,0
63,63,21,29,0.7,54,76,41,-1,3,45,0,0
60,63,16,16,0.6,78,69,34,0,3,-45,0,0
57,60,12,12,0.6,91,64,29,0,3,-225,-1,0
57,57,11,10,0.5,101,63,28,-1,2,270,1,0
55,57,9,10,0.6,108,59,27,0,1,-270,0,0
55,55,10,10,0.6,115,59,28,0,2,0,0,0
56,55,10,13,0.6,120,61,30,1,-2,315,0,0
59,56,10,15,0.6,119,67,30,4,-16,0,1,0
58,59,11,19,0.6,114,65,33,2,-9,-135,0,0
59,58,11,23,0.6,102,67,37,2,-7,135,0,0
62,59,12,23,0.7,92,73,37,1,-4,-135,0,0
61,62,12,26,0.6,86,72,40,2,-7,135,0,0
61,61,14,27,0.7,77,71,43,1,-5,-135,0,0
62,61,13,22,0.7,69,74,43,2,-6,135,0,0
58,62,11,12,0.7,72,65,39,0,-2,-135,0,0
54,58,10,10,0.7,71,58,34,0,0,0,0,0
54,54,9,9,0.7,73,57,38,-1,2,0,0,0
63,54,9,9,0.7,73,61,45,-2,10,0,0,0
64,63,10,9,0.7,70,62,46,-1,3,0,0,0
65,64,9,9,0.7,70,64,47,-2,6,0,0,0
68,65,9,10,0.7,68,65,49,-1,11,135,0,0
69,68,10,15,0.8,61,67,50,0,6,-135,0,0
73,69,11,17,0.8,64,72,53,0,2,0,0,0
79,73,12,17,0.8,71,80,58,0,3,0,0,0
83,79,12,16,0.8,83,92,61,0,1,135,0,0
84,83,12,17,0.8,99,99,62,0,1,0,0,0
82,84,9,11,0.5,124,113,57,-1,1,-135,0,0
91,82,9,10,0.6,137,131,43,0,1,135,0,0
69,91,9,12,0.6,143,88,42,0,0,0,0,0
68,69,9,13,0.6,146,86,42,0,0,0,0,0
65,68,9,14,0.5,148,80,40,2,-9,0,0,0
67,65,10,21,0.6,143,84,42,1,-7,-135,0,0
71,67,11,25,0.7,133,92,49,2,-8,135,0,0
77,71,12,28,0.8,117,102,56,3,-14,-135,0,0
87,77,13,36,0.8,95,105,64,3,-22,135,1,0
95,87,14,54,1,68,112,71,1,1,0,0,0
105,95,15,40,0.9,81,124,79,1,-2,0,0,0
98,105,12,24,0.8,90,115,73,0,-1,0,0,0
83,98,11,20,0.8,83,90,61,-1,0,-135,-1,0
73,83,11,22,0.8,73,79,53,-1,6,0,0,0
68,73,10,25,0.8,62,76,49,-1,4,0,0,0
69,68,11,25,0.7,57,79,50,-2,6,135,-1,0
74,69,17,22,0.7,72,84,54,-3,11,-90,0,0
80,74,22,21,0.7,89,93,59,0,3,90,0,0
80,80,20,20,0.7,100,90,59,-1,5,0,0,0
77,80,25,31,0.7,87,85,56,-1,6,-45,0,0
80,77,27,35,0.8,81,94,59,1,4,45,1,0
83,80,26,33,0.7,110,108,61,0,2,-135,-1,0
82,83,23,28,0.7,140,105,60,-2,10,45,0,0
83,82,21,22,0.7,164,110,61,0,-1,45,0,0
84,83,18,15,0.7,181,114,62,0,-16,-270,1,0
82,84,13,12,0.7,184,104,60,-1,2,45,-1,0
92,82,13,14,0.7,193,97,57,-1,4,180,1,0
103,92,12,14,0.7,205,98,58,0,3,90,-1,0
103,103,12,16,0.7,206,101,60,1,-6,-315,0,0
98,103,13,20,0.7,198,102,59,2,-8,0,1,0
82,98,14,39,0.8,160,103,60,3,-6,180,-1,0
89,82,14,40,0.8,129,113,66,1,-4,-55,1,0
102,89,14,39,0.8,113,130,76,1,-3,-80,0,0
104,102,12,22,0.7,133,133,78,1,-4,0,0,0
88,104,9,15,0.6,139,125,61,1,-1,80,-1,0
62,88,7,12,0.5,120,74,43,0,-4,145,0,0
40,62,7,12,0.5,112,40,25,0,-2,-270,0,0
34,40,7,12,0.5,107,32,21,0,0,180,0,0
32,34,7,11,0.5,101,31,19,-2,9,-135,1,0
34,32,7,11,0.4,92,34,22,-1,5,45,0,0
32,34,7,11,0.4,84,32,21,-3,6,135,0,0
35,32,7,11,0.5,75,35,22,-3,24,-180,0,0.1
35,35,8,16,0.5,63,35,24,-3,8,0,0,2.4
39,35,8,23,0.5,53,39,26,-1,7,0,0,5.8
43,39,8,24,0.5,61,43,30,1,-1,45,0,-8.2
47,43,9,26,0.6,71,47,29,0,-1,0,0,-0.1
52,47,10,28,0.6,79,53,26,-1,4,225,-1,2.7
52,52,10,24,0.5,91,54,27,0,3,-45,0,-2.6
55,52,10,17,0.6,104,60,26,0,1,45,0,-0.1
55,55,10,14,0.6,114,60,28,0,-2,-270,0,0
58,55,9,14,0.6,112,65,29,0,2,45,0,0
60,58,8,13,0.6,112,69,33,0,-2,0,0,0
60,60,8,17,0.6,104,70,34,1,-4,35,0,0
63,60,9,24,0.7,90,76,39,2,-11,-35,0,0
69,63,9,20,0.6,91,85,50,2,-9,35,0,0
64,69,8,19,0.5,98,78,39,3,-12,55,1,0
47,64,8,17,0.5,97,47,26,1,-3,0,0,0
40,47,8,23,0.5,84,40,25,0,0,0,0,0
44,40,9,30,0.5,69,44,26,0,1,0,0,0
51,44,9,34,0.5,54,51,29,0,0,0,0,0
55,51,7,30,0.5,52,59,29,0,1,0,-1,0
51,55,7,26,0.5,50,51,25,-1,2,-55,1,0
47,51,7,26,0.5,44,47,25,-1,-17,55,0,0
47,47,7,25,0.5,38,47,25,-2,12,135,0,0
45,47,7,28,0.5,31,45,25,-2,9,-135,-1,0
48,45,7,28,0.5,30,48,29,0,7,135,0,0
50,48,8,29,0.5,26,50,28,-1,8,0,1,0
49,50,9,31,0.6,27,49,29,0,1,-45,-1,0
51,49,11,31,0.6,40,52,30,-1,3,-145,0,0
56,51,13,28,0.6,55,62,33,-1,6,100,0,0
57,56,11,21,0.6,73,63,34,0,1,45,0,0
55,57,10,16,0.5,90,60,33,0,-1,0,0,0
55,55,9,13,0.6,103,60,31,1,-1,45,0,0
54,55,9,12,0.6,110,58,30,-1,2,-315,0,0
56,54,8,13,0.6,117,62,29,0,0,0,-1,0
55,56,8,14,0.6,116,59,28,1,-2,180,1,0
54,55,8,15,0.6,112,57,29,2,-11,-90,0,0
57,54,8,16,0.7,108,64,30,2,-7,225,0,0
59,57,8,19,0.7,104,68,33,1,-7,-135,1,0
60,59,8,20,0.7,100,69,37,2,-7,0,0,0
61,60,8,18,0.6,86,72,43,1,-2,0,0,0
59,61,9,16,0.6,82,67,41,1,-6,0,0,0
58,59,9,13,0.6,83,63,41,1,-3,0,0,0
55,58,8,11,0.6,83,60,39,0,-1,-55,0,0
55,55,9,11,0.7,84,59,39,-1,3,55,0,0
58,55,10,11,0.7,85,57,41,0,2,0,0,0
60,58,10,12,0.6,80,57,43,-1,3,0,0,0
62,60,10,11,0.6,77,62,44,-2,3,0,0,0
62,62,10,10,0.6,76,62,44,0,10,0,0,0
63,62,10,10,0.6,75,59,45,-1,2,135,0,0
60,63,9,11,0.6,75,61,43,0,3,-135,0,0
62,60,9,18,0.6,67,60,44,0,3,135,0,0
62,62,9,21,0.7,63,63,44,0,3,0,-1,0
63,62,10,18,0.6,68,67,45,0,1,0,1,0
60,63,9,13,0.5,84,69,42,-1,3,0,0,0
56,60,8,13,0.5,101,62,31,0,2,0,0,0
52,56,8,10,0.5,111,54,23,0,1,0,0,0
51,52,8,9,0.5,116,51,23,0,1,0,0,0
57,51,7,11,0.6,122,63,26,0,-1,0,0,0
55,57,8,12,0.6,127,60,26,0,-1,-135,0,0
57,55,7,13,0.6,124,64,29,1,-3,0,0,0
56,57,7,14,0.6,114,62,30,0,-5,0,0,0
56,56,7,16,0.6,103,61,31,2,-18,135,0,0
