aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
17,16,6,27,0.7,19,17,8,21,96,180,1,0.1
20,17,6,27,0.6,21,20,10,21,96,90,1,0.3
21,20,7,26,0.6,24,21,10,21,96,90,1,1.9
22,21,7,22,0.6,31,22,11,20,96,90,1,2.3
30,22,7,22,0.6,32,30,14,20,97,270,1,0.6
35,30,7,18,0.6,41,35,17,20,98,45,1,0
36,35,7,16,0.6,53,36,19,20,98,180,1,0.1
37,36,7,16,0.7,61,37,19,20,98,180,1,0.1
38,37,7,16,0.7,75,38,21,20,98,90,1,0
40,38,7,17,0.7,84,40,21,20,97,125,1,0
42,40,6,18,0.7,83,42,23,21,96,90,1,0
44,42,8,21,0.7,70,44,24,21,96,90,1,0.1
50,44,8,19,0.7,63,50,28,22,93,90,1,0
45,50,8,18,0.7,53,45,28,23,86,125,1,0
41,45,8,16,0.7,48,41,25,23,85,45,2,0
37,41,8,14,0.6,49,37,23,25,81,90,1,0
35,37,7,13,0.6,44,35,21,26,77,45,1,0
34,35,7,12,0.6,39,34,20,26,72,90,2,0
35,34,7,12,0.6,33,35,20,25,77,45,2,0
33,35,6,11,0.5,28,33,21,25,78,45,2,0
28,33,6,11,0.5,36,28,16,24,85,45,2,0
21,28,7,12,0.5,48,21,12,23,88,45,2,0
17,21,7,12,0.5,52,16,9,22,88,45,2,0
13,17,7,16,0.5,39,13,5,22,89,45,2,0
15,13,7,27,0.6,27,15,6,22,89,45,2,0
20,15,7,28,0.7,32,20,8,22,90,45,2,0
20,20,8,28,0.7,38,20,9,22,93,45,2,0
23,20,8,26,0.6,48,23,10,21,94,45,2,0
26,23,8,28,0.7,44,26,13,21,96,125,1,0.8
29,26,8,28,0.7,34,29,14,21,94,180,2,2.9
30,29,8,20,0.7,34,30,14,20,96,225,1,0.8
28,30,8,14,0.7,53,28,14,20,98,315,1,0.1
37,28,9,15,0.8,63,37,20,21,96,125,1,0
48,37,10,18,0.7,73,48,27,21,95,315,1,0
52,48,10,16,0.7,79,53,31,23,84,180,1,0
53,52,8,15,0.7,80,56,36,24,79,90,1,0
54,53,8,17,0.7,74,58,38,24,82,270,1,0
52,54,8,15,0.6,75,54,34,23,84,225,2,0
42,52,8,16,0.7,73,42,26,22,86,225,2,0
37,42,8,18,0.7,65,37,23,22,82,0,2,0
39,37,8,15,0.6,62,39,27,23,79,0,2,0
40,39,8,15,0.7,60,40,25,24,73,0,2,0
44,40,8,16,0.7,56,44,27,23,76,0,2,0
45,44,8,17,0.7,53,45,28,23,78,0,2,0
41,45,9,15,0.7,53,41,27,22,80,0,2,0
38,41,10,13,0.7,55,38,22,22,80,45,1,0
35,38,9,11,0.7,60,35,18,22,80,45,2,0
27,35,7,15,0.7,54,27,16,21,83,45,1,0
27,27,7,15,0.6,63,27,16,21,88,45,1,0
30,27,8,13,0.6,74,30,14,21,86,45,1,0
32,30,10,13,0.6,78,32,14,21,85,225,1,0
35,32,12,11,0.6,89,35,15,20,86,225,1,0
38,35,11,10,0.7,105,38,16,21,84,45,2,0
40,38,9,11,0.7,110,40,19,20,88,315,1,0
40,40,8,11,0.7,123,40,20,20,91,315,1,0.1
41,40,8,12,0.6,130,39,19,21,87,45,1,0
43,41,7,12,0.7,136,38,17,22,80,0,2,0
39,43,7,17,0.7,124,38,17,23,71,0,2,0
40,39,7,21,0.7,105,40,18,23,67,0,2,0
44,40,8,24,0.7,74,44,20,25,62,0,2,0
46,44,10,34,0.7,51,46,21,25,66,270,2,0
51,46,12,43,0.8,33,52,23,25,64,90,2,0
55,51,11,43,0.9,26,60,26,26,61,45,2,0
55,55,10,38,0.8,26,60,27,28,57,270,1,0
55,55,9,41,0.8,19,59,28,26,64,270,2,0
60,55,9,44,0.8,15,69,27,26,62,0,2,0
58,60,9,42,0.8,12,65,30,25,67,225,2,0
60,58,9,43,0.8,9,69,31,24,73,45,1,0
60,60,9,37,0.8,10,69,31,22,81,225,1,0
58,60,9,36,0.7,8,66,32,21,85,270,1,0
57,58,9,32,0.8,9,64,32,20,89,270,1,0
56,57,9,33,0.8,11,61,28,20,89,125,1,0
55,56,9,33,0.8,19,60,30,20,88,0,1,0
52,55,9,32,0.8,24,53,27,20,91,225,1,0
47,52,8,31,0.8,31,47,26,20,91,125,1,0
37,47,8,31,0.8,31,37,23,19,94,315,1,0
33,37,8,26,0.7,37,33,18,19,94,125,1,0
30,33,8,24,0.7,40,30,20,19,94,125,1,0
28,30,8,30,0.7,38,28,18,20,92,125,1,0
29,28,8,27,0.7,39,29,19,20,89,45,1,0
33,29,8,25,0.8,51,33,21,20,89,45,1,0.3
34,33,8,32,0.8,44,34,20,20,91,225,1,0.4
38,34,8,37,0.8,34,38,22,21,90,45,1,2.2
41,38,8,41,0.8,25,41,26,20,95,90,2,3.9
45,41,8,41,0.8,19,45,25,20,97,315,2,3.2
40,45,8,38,0.8,16,40,20,21,93,125,1,1.4
38,40,8,37,0.8,12,38,17,21,94,180,0,0
39,38,8,38,0.8,8,39,17,22,90,180,1,0
44,39,8,35,0.7,10,44,19,23,84,125,1,0
40,44,7,31,0.7,12,40,16,23,86,180,1,0
38,40,7,26,0.7,14,38,18,23,86,125,2,0
35,38,7,24,0.7,17,35,17,22,88,90,1,0
36,35,7,20,0.6,19,36,19,22,91,45,1,0
36,36,7,18,0.6,25,36,18,22,92,90,1,0
33,36,7,18,0.6,27,33,18,21,94,125,1,0
29,33,8,20,0.6,28,29,18,21,95,0,0,0
31,29,8,18,0.6,33,31,16,21,95,270,1,0
32,31,8,14,0.6,42,32,16,21,95,270,1,0
34,32,8,13,0.6,49,34,14,21,96,180,1,0
34,34,8,14,0.6,54,34,16,21,96,0,0,0
33,34,8,10,0.5,62,33,15,21,96,0,0,0
30,33,7,10,0.5,64,30,14,21,97,225,1,0.6
31,30,7,10,0.5,67,31,14,21,96,315,1,0
30,31,8,13,0.5,66,30,14,22,90,315,2,0
36,30,7,12,0.5,64,36,20,23,83,315,2,0
33,36,7,15,0.5,61,33,13,24,79,315,2,0
33,33,7,19,0.5,56,33,15,25,76,180,2,0
35,33,7,19,0.5,48,35,17,26,72,315,2,0
35,35,7,22,0.6,42,35,15,27,65,180,2,0
38,35,7,23,0.6,39,38,16,27,67,315,2,0
37,38,7,19,0.5,42,37,15,28,64,315,2,0
35,37,7,14,0.5,49,35,15,28,62,315,3,0
29,35,7,11,0.5,55,29,14,28,62,315,2,0
29,29,7,10,0.5,56,29,13,27,64,315,2,0
27,29,6,11,0.5,54,27,14,27,67,180,2,0
26,27,7,12,0.5,51,26,13,26,71,180,2,0
29,26,7,12,0.5,49,29,14,26,74,125,2,0
30,29,7,11,0.5,49,30,15,25,78,180,1,0
28,30,7,13,0.5,45,28,15,25,79,315,1,0
32,28,7,17,0.5,39,32,16,25,78,180,2,0
32,32,7,19,0.6,37,32,15,24,79,180,2,0
36,32,8,15,0.6,43,36,16,24,81,180,2,0
33,36,8,12,0.5,52,33,15,24,81,180,2,0
32,33,8,11,0.6,58,32,15,24,82,315,2,0
32,32,7,12,0.5,63,32,14,23,84,315,2,0
33,32,7,11,0.6,64,33,15,23,85,315,2,0
33,33,8,11,0.5,71,33,14,23,85,315,2,0
34,33,7,11,0.6,74,34,13,23,83,315,2,0
33,34,7,12,0.5,77,33,14,24,82,315,2,0
33,33,7,15,0.5,72,33,14,25,80,180,2,0
32,33,7,20,0.6,61,32,14,25,75,180,2,0
39,32,7,24,0.6,49,39,16,26,72,125,2,0
40,39,7,21,0.6,43,40,16,26,73,315,2,0
35,40,7,20,0.5,42,35,16,27,68,180,2,0
36,35,7,19,0.5,43,36,18,28,68,125,1,0
37,36,7,20,0.5,42,37,16,27,65,125,2,0
39,37,6,20,0.6,43,39,16,27,63,180,2,0
38,39,5,14,0.5,54,38,17,27,66,315,1,0
35,38,5,9,0.5,62,35,17,27,68,180,1,0
33,35,6,10,0.5,59,33,18,26,72,125,2,0
31,33,6,12,0.5,53,31,18,26,74,125,2,0
34,31,6,12,0.5,52,34,18,25,78,315,1,0
34,34,6,10,0.5,57,34,19,25,78,180,2,0
24,34,6,15,0.5,67,24,14,25,79,125,1,0
20,24,6,24,0.5,62,17,7,24,80,180,1,0
19,20,6,27,0.5,59,17,5,24,80,315,1,0
19,19,6,25,0.6,59,17,6,24,81,315,2,0
20,19,6,28,0.6,54,20,8,24,83,315,2,0
22,20,7,32,0.7,44,22,10,23,86,315,2,0
27,22,7,26,0.7,54,27,11,23,86,315,2,0
30,27,7,19,0.7,70,30,12,21,93,270,2,4.3
30,30,6,16,0.6,78,30,16,20,96,125,1,8.1
31,30,6,16,0.6,75,31,14,20,94,180,2,0.3
33,31,6,16,0.6,68,33,15,20,94,90,2,0.4
34,33,6,15,0.6,55,34,16,21,92,225,1,0.6
30,34,6,23,0.7,35,30,13,22,89,125,1,0
32,30,6,27,0.7,24,32,18,22,88,90,2,0
34,32,6,25,0.7,25,34,18,24,82,180,1,0
33,34,6,19,0.6,31,33,17,25,79,90,1,0
29,33,6,16,0.6,35,29,15,25,75,45,2,0
30,29,6,16,0.6,30,30,17,25,78,90,2,0
34,30,7,16,0.6,26,34,18,25,81,90,2,0
36,34,7,16,0.6,27,36,22,25,85,125,1,0
36,36,7,15,0.6,28,36,21,24,92,180,1,0.2
36,36,6,14,0.6,25,36,23,23,91,90,1,0.7
35,36,6,13,0.6,23,35,19,23,90,45,2,0
34,35,6,13,0.6,22,34,19,23,89,45,2,0
31,34,6,17,0.6,23,31,19,23,90,90,1,0
29,31,6,20,0.6,30,29,18,22,92,125,1,0
20,29,6,22,0.6,36,20,9,22,92,90,1,0
17,20,6,25,0.7,35,17,7,22,92,0,1,0
16,17,6,28,0.7,32,16,7,22,93,0,1,0
17,16,6,22,0.7,41,17,7,22,94,90,0,0.1
14,17,6,23,0.7,42,14,6,22,95,125,1,0
15,14,6,23,0.7,48,15,8,22,94,90,1,0
18,15,6,21,0.7,56,17,8,22,97,125,1,4.7
20,18,7,24,0.7,57,20,8,21,93,0,1,1.7
23,20,6,29,0.8,52,23,10,21,96,225,1,5.5
29,23,6,31,0.8,47,29,12,21,96,45,2,5
31,29,6,33,0.8,39,31,13,21,93,45,2,0.5
36,31,6,32,0.8,28,36,16,22,93,315,1,0.9
35,36,6,28,0.7,24,35,15,22,93,90,1,1.9
34,35,6,28,0.7,15,34,18,23,89,90,1,0
34,34,6,26,0.7,12,34,17,24,83,270,1,0
35,34,6,23,0.7,11,35,15,25,80,315,1,0
34,35,7,21,0.7,11,34,16,26,77,0,1,0
31,34,7,20,0.7,9,31,14,25,82,90,1,0
35,31,7,20,0.7,8,35,16,24,86,45,2,0
33,35,7,15,0.7,12,33,16,23,90,0,1,0
30,33,7,16,0.7,13,30,16,22,94,270,1,0
27,30,6,19,0.6,15,27,14,22,95,125,1,0
21,27,6,23,0.6,15,21,11,22,97,0,1,0
20,21,7,25,0.7,23,20,10,21,97,125,1,0
20,20,7,22,0.6,34,20,11,21,98,90,1,0
24,20,7,17,0.6,46,24,11,21,98,225,1,0
24,24,6,15,0.5,52,24,9,21,97,45,1,0
24,24,5,18,0.5,40,24,10,21,97,45,1,1.4
19,24,6,16,0.5,40,19,8,21,97,0,1,0.1
16,19,6,16,0.5,43,16,7,21,97,90,1,0
16,16,6,13,0.5,50,16,7,22,97,180,1,0
20,16,6,12,0.6,53,20,9,23,89,90,1,0
23,20,6,12,0.6,54,23,9,25,80,125,1,0
23,23,6,13,0.6,53,23,9,25,79,180,1,0
21,23,6,17,0.6,48,21,9,23,90,125,2,4.9
22,21,6,22,0.6,36,22,10,22,93,315,2,1.6
27,22,7,23,0.6,30,27,11,22,92,180,2,0.5
28,27,7,22,0.6,29,28,11,24,84,315,2,0.1
29,28,7,16,0.5,37,29,12,24,82,315,2,0
23,29,6,12,0.5,45,23,9,25,79,315,2,0
22,23,6,9,0.5,51,22,7,25,75,315,2,0
17,22,6,8,0.5,49,17,7,24,76,180,2,0
18,17,6,9,0.5,45,18,7,23,82,315,2,0
16,18,6,7,0.5,47,16,6,23,86,315,2,0
17,16,6,7,0.5,45,17,5,23,87,315,2,0
14,17,6,9,0.5,43,13,5,22,88,315,1,0
14,14,6,13,0.6,39,14,4,23,82,180,2,0
16,14,6,14,0.6,38,16,5,22,84,315,2,0
20,16,6,13,0.6,42,20,7,22,86,315,2,0
23,20,6,9,0.6,53,23,7,22,87,180,2,0
24,23,6,9,0.6,60,24,8,21,88,180,2,0
24,24,7,9,0.5,63,24,7,21,91,315,2,0
20,24,7,9,0.5,63,20,7,21,92,180,2,0
21,20,7,10,0.5,59,21,7,21,90,180,2,0
24,21,8,10,0.6,64,24,9,22,89,180,2,0
25,24,7,10,0.6,66,25,9,22,86,315,2,0
23,25,7,12,0.6,57,23,7,24,77,180,2,0
26,23,7,13,0.6,54,26,8,24,76,315,3,0
25,26,7,14,0.5,51,25,8,25,73,180,2,0
26,25,7,16,0.6,47,26,9,26,68,315,2,0
26,26,7,16,0.5,45,26,9,26,72,315,2,0
27,26,7,14,0.5,47,27,10,25,72,315,2,0
26,27,7,12,0.5,50,26,11,26,68,125,2,0
26,26,7,10,0.5,50,26,11,26,69,315,3,0
25,26,7,10,0.5,51,25,11,26,70,180,2,0
24,25,7,9,0.5,53,24,11,25,72,180,2,0
24,24,7,7,0.5,55,24,11,25,74,180,2,0
22,24,7,6,0.5,55,22,10,24,77,315,2,0
21,22,7,7,0.5,52,21,11,24,77,180,2,0
21,21,7,10,0.5,49,21,10,24,79,315,2,0
23,21,7,12,0.5,46,23,11,24,79,315,2,0
22,23,7,13,0.6,46,22,10,24,81,315,2,0
24,22,7,15,0.6,46,24,10,24,79,315,2,0
26,24,7,13,0.6,50,26,10,24,79,180,2,0
29,26,7,11,0.6,53,29,12,23,81,315,2,0
29,29,7,10,0.5,68,29,13,23,82,180,2,0
25,29,7,8,0.5,63,25,13,23,83,315,2,0
26,25,7,9,0.5,62,26,10,23,83,315,2,0
27,26,7,13,0.6,58,27,10,23,81,315,2,0
30,27,7,15,0.6,53,30,11,24,81,180,2,0
32,30,7,15,0.6,52,32,13,24,77,315,2,0
29,32,7,15,0.5,49,29,11,24,77,315,2,0
28,29,6,15,0.5,45,28,10,25,76,125,2,0
27,28,7,18,0.5,38,27,10,27,70,180,2,0
25,27,7,18,0.5,35,25,10,27,66,180,2,0
28,25,6,15,0.5,38,28,10,27,70,180,2,0
30,28,6,14,0.5,40,30,12,27,69,180,2,0
26,30,6,13,0.5,43,26,11,26,71,315,2,0
28,26,6,11,0.6,46,28,11,27,70,180,2,0
23,28,7,9,0.7,52,23,9,26,71,180,2,0
20,23,6,7,0.7,62,12,6,26,72,180,2,0
20,20,6,6,0.7,63,11,3,25,76,125,2,0
19,20,6,8,0.7,58,10,3,25,78,315,2,0
19,19,6,8,0.7,59,9,3,25,78,180,2,0
17,19,6,14,0.7,53,9,3,24,79,180,2,0
17,17,7,14,0.8,54,10,2,24,81,315,2,0
19,17,7,15,0.7,59,13,4,21,93,225,2,3.4
19,19,8,17,0.7,58,19,6,20,94,225,2,4.5
25,19,8,14,0.7,74,25,10,19,94,45,1,8.7
29,25,7,15,0.6,74,29,12,19,95,45,1,10.6
28,29,7,15,0.7,74,28,12,19,96,125,1,1.8
26,28,7,13,0.6,83,26,12,19,94,90,1,0.1
29,26,6,11,0.6,90,26,12,19,90,225,2,0.1
26,29,6,13,0.6,83,26,9,20,87,0,2,0
26,26,8,14,0.6,83,25,10,20,85,45,1,0
26,26,8,15,0.6,81,26,12,20,85,0,2,0
29,26,8,18,0.6,72,29,16,21,79,225,2,0
33,29,8,22,0.7,60,33,16,22,72,45,2,0
33,33,8,23,0.8,53,33,17,22,74,0,2,0
35,33,8,30,0.8,39,35,18,23,68,225,2,0
42,35,8,37,0.8,27,42,18,23,69,0,2,0
45,42,8,38,0.8,24,45,21,22,74,225,2,0
47,45,7,39,0.8,16,47,25,22,70,0,2,0
49,47,7,40,0.8,13,49,23,22,73,225,2,0
49,49,7,37,0.8,10,49,24,22,75,45,1,0
45,49,7,34,0.8,11,45,24,21,82,315,1,0
42,45,7,30,0.8,12,42,22,21,83,0,0,0
40,42,7,28,0.8,13,40,23,20,86,315,1,0
37,40,8,30,0.9,13,37,22,20,88,125,1,0
43,37,9,32,0.9,17,43,24,20,90,315,1,0
49,43,9,30,0.8,26,49,25,20,90,0,0,0
47,49,9,26,0.8,36,47,25,20,91,315,1,0
48,47,8,20,0.7,44,48,23,19,96,270,0,0.4
41,48,8,14,0.6,56,41,21,19,95,45,0,0.1
33,41,8,12,0.6,62,33,16,19,97,180,1,0.3
28,33,7,12,0.6,65,28,12,19,97,90,1,0.3
27,28,6,11,0.6,65,27,10,20,96,180,0,0
25,27,6,13,0.6,62,25,10,21,91,315,1,0.1
26,25,6,14,0.6,60,26,10,21,89,315,2,0
27,26,7,15,0.6,57,27,11,22,82,180,2,0
28,27,7,18,0.6,48,28,11,24,80,180,2,0
29,28,7,19,0.5,43,29,11,24,78,180,2,0
28,29,6,19,0.6,39,28,11,26,71,180,2,0
30,28,6,21,0.6,36,30,13,27,68,180,2,0
33,30,7,21,0.6,32,33,13,26,68,315,2,0
33,33,7,17,0.5,36,33,13,27,69,315,2,0
34,33,7,13,0.5,42,34,12,27,66,180,2,0
26,34,6,10,0.5,44,26,12,26,71,315,2,0
25,26,6,10,0.5,44,25,12,25,72,315,2,0
23,25,6,10,0.5,43,23,11,24,76,315,1,0
24,23,7,11,0.5,41,24,11,24,79,125,1,0
25,24,7,11,0.5,41,25,12,24,81,315,2,0
25,25,7,13,0.5,39,25,12,23,83,315,1,0
25,25,7,13,0.5,40,25,11,24,81,315,1,0
29,25,7,11,0.5,45,29,9,23,82,315,2,0
30,29,6,9,0.5,58,30,11,23,83,315,2,0
28,30,7,9,0.5,62,28,11,23,86,315,2,0
29,28,7,10,0.5,58,29,10,23,82,180,2,0
28,29,7,10,0.5,60,28,12,23,82,315,2,0
29,28,7,11,0.5,60,29,11,23,82,180,2,0
29,29,7,11,0.5,60,29,11,24,81,180,2,0
30,29,7,13,0.5,56,30,11,25,77,315,2,0
27,30,7,13,0.5,53,27,10,25,75,180,2,0
38,27,7,14,0.5,48,38,9,26,70,180,2,0
28,38,7,14,0.5,47,28,12,27,67,180,2,0
30,28,7,15,0.5,46,30,11,27,68,315,2,0
29,30,7,16,0.5,44,29,11,28,63,315,2,0
33,29,7,12,0.5,46,33,12,28,64,180,2,0
27,33,7,11,0.5,46,27,13,28,62,180,3,0
26,27,7,9,0.5,47,26,11,28,61,180,2,0
25,26,8,9,0.5,48,25,12,27,68,180,2,0
26,25,8,8,0.5,48,26,11,26,71,315,2,0
25,26,8,8,0.5,47,25,12,26,73,180,2,0
24,25,9,10,0.5,44,24,11,25,74,180,2,0
27,24,8,10,0.5,42,27,13,25,77,315,2,0
26,27,8,13,0.5,39,26,13,25,78,315,2,0
27,26,8,14,0.5,37,27,13,24,79,180,2,0
29,27,9,14,0.5,39,29,12,24,78,180,2,0
33,29,9,11,0.5,46,33,12,24,79,180,2,0
31,33,9,12,0.5,47,31,13,24,80,180,2,0
32,31,9,11,0.5,53,32,13,24,81,180,2,0
31,32,9,13,0.5,56,31,13,24,82,315,2,0
28,31,9,13,0.5,59,28,12,24,82,315,2,0
31,28,9,19,0.6,52,31,12,23,83,315,2,0
33,31,9,22,0.6,41,33,13,24,81,180,2,0
38,33,8,16,0.6,47,38,13,25,78,315,2,0
38,38,8,14,0.6,55,38,14,25,77,315,2,0
33,38,8,17,0.6,53,33,15,26,74,315,2,0
35,33,6,19,0.6,38,35,13,27,70,180,2,0
33,35,6,18,0.6,40,33,14,27,71,315,2,0
33,33,6,19,0.6,38,33,12,27,68,315,2,0
32,33,6,17,0.5,38,32,14,27,71,180,2,0
31,32,7,15,0.5,40,31,12,27,71,180,2,0
31,31,7,12,0.5,43,31,13,27,74,125,2,0
26,31,7,12,0.5,42,26,13,26,74,180,2,0
27,26,7,11,0.5,41,27,11,26,75,180,2,0
26,27,7,10,0.5,41,26,12,26,76,315,1,0
27,26,7,9,0.5,40,27,12,26,77,180,1,0
26,27,7,10,0.5,38,26,13,25,78,180,2,0
24,26,7,16,0.6,32,24,12,25,79,315,2,0
28,24,8,14,0.6,35,28,12,25,81,315,1,0
28,28,8,14,0.6,37,28,12,25,81,315,1,0
34,28,9,13,0.6,41,34,12,25,80,315,2,0
34,34,9,12,0.5,49,34,12,24,81,180,2,0
31,34,7,11,0.5,58,31,11,24,82,315,2,0
27,31,6,12,0.6,57,27,12,24,83,315,2,0
30,27,7,13,0.6,57,30,11,24,83,315,2,0
31,30,7,17,0.6,50,31,13,24,83,315,2,0
39,31,7,18,0.7,53,39,15,25,80,315,2,0
46,39,7,20,0.7,57,46,18,25,76,180,2,0
45,46,6,17,0.7,64,45,16,25,74,180,2,0
41,45,7,19,0.7,62,41,17,26,72,315,2,0
41,41,9,20,0.7,60,41,17,27,67,315,2,0
45,41,9,17,0.8,62,45,24,27,68,315,2,0
41,45,8,18,0.7,61,41,22,27,67,270,2,0
39,41,8,15,0.8,63,39,21,25,75,0,2,0
39,39,7,12,0.7,65,39,21,25,74,45,2,0
35,39,7,11,0.7,63,35,21,23,79,0,2,0
32,35,8,11,0.7,61,32,20,23,78,45,2,0
33,32,9,11,0.7,54,33,22,22,80,0,2,0
35,33,8,10,0.7,50,35,21,22,80,45,2,0
34,35,9,11,0.7,45,34,22,22,79,45,2,0
35,34,8,13,0.7,40,34,24,22,80,90,1,0
35,35,9,18,0.7,35,35,21,22,81,90,2,0
31,35,8,21,0.8,33,31,19,21,81,45,2,0
31,31,9,20,0.8,40,31,21,21,83,90,1,0
31,31,8,20,0.7,41,31,18,21,91,45,2,3.5
33,31,8,21,0.8,42,33,18,20,95,90,2,1.4
37,33,7,17,0.7,52,37,20,20,95,0,1,1.8
34,37,7,18,0.7,56,34,18,20,96,90,1,0
34,34,6,19,0.7,57,34,17,20,96,90,1,0
34,34,6,22,0.7,61,34,17,20,92,45,1,0
42,34,6,21,0.7,70,42,20,21,93,90,1,0.2
43,42,6,25,0.8,66,43,23,21,86,90,1,0
47,43,6,29,0.8,51,47,25,21,88,45,1,0
51,47,6,27,0.8,40,52,25,22,87,90,1,0
51,51,6,20,0.7,42,52,29,23,81,45,1,0
51,51,6,19,0.7,42,52,32,23,81,125,1,0
54,51,8,19,0.8,38,58,38,24,81,180,1,0
67,54,9,15,0.7,40,69,48,25,78,90,1,0
58,67,7,11,0.7,46,61,41,25,80,90,2,0
48,58,6,10,0.7,50,48,33,24,81,45,2,0
39,48,6,9,0.7,50,39,27,23,86,45,2,0
36,39,6,9,0.7,47,36,23,23,87,45,2,0
32,36,6,10,0.7,46,32,22,22,88,45,2,0
34,32,6,10,0.7,42,34,23,22,88,45,2,0
34,34,6,12,0.8,38,34,21,22,89,45,2,0
23,34,6,21,0.9,28,23,16,21,92,45,2,0
18,23,6,21,0.9,31,18,9,21,91,45,1,0
15,18,6,20,0.8,37,15,7,21,91,45,2,0
17,15,6,18,0.8,42,17,7,21,92,45,1,0
17,17,6,18,0.7,46,17,7,21,91,45,1,0
18,17,5,17,0.8,51,18,8,21,93,0,2,0.8
20,18,6,16,0.7,53,20,9,21,94,45,2,0.1
21,20,6,15,0.7,59,21,13,20,95,270,1,0.2
20,21,5,13,0.6,64,19,10,21,93,45,1,0.2
21,20,5,14,0.7,65,19,9,21,92,225,1,0
21,21,5,16,0.7,59,21,10,21,90,225,2,0.2
25,21,6,20,0.7,53,25,12,22,88,225,2,0.1
31,25,6,24,0.8,42,31,15,22,92,225,2,0.3
36,31,6,31,0.9,26,36,18,22,86,225,2,0
42,36,6,35,0.9,19,42,22,22,86,225,2,0
46,42,6,32,0.9,20,46,23,22,83,225,2,0
45,46,6,30,0.9,17,45,22,23,77,0,2,0
46,45,6,30,0.9,11,46,22,23,80,225,2,0
48,46,7,29,0.9,7,48,25,23,83,125,2,0
49,48,6,26,0.9,7,49,24,22,82,90,2,0
45,49,6,24,0.9,7,45,23,22,85,180,1,0
47,45,6,25,0.9,6,47,24,22,90,125,1,0
42,47,5,7,0.6,132,28,17,20,96,90,1,0
39,42,5,7,0.6,122,23,12,20,95,125,1,0
38,39,5,7,0.6,120,28,13,21,88,90,1,0
38,38,5,7,0.6,120,27,14,22,80,90,2,0
35,38,6,10,0.6,112,26,15,24,75,225,1,0
32,35,5,11,0.7,98,32,18,25,71,270,1,0
32,32,6,15,0.7,78,32,18,27,57,270,1,0
37,32,6,17,0.7,65,37,19,28,52,125,2,0
36,37,6,20,0.7,56,36,20,29,50,45,2,0
37,36,6,22,0.7,46,37,19,30,47,45,1,0
38,37,6,21,0.7,41,38,18,30,50,90,2,0
37,38,6,19,0.7,40,37,17,29,56,45,2,0
34,37,7,17,0.7,40,34,16,28,63,45,2,0
31,34,7,13,0.7,43,31,16,26,70,90,2,0
29,31,7,12,0.6,43,29,13,25,74,90,1,0
26,29,6,14,0.6,37,26,12,24,81,90,1,0
26,26,7,13,0.6,39,26,12,23,85,225,1,0
24,26,7,13,0.6,41,24,11,22,87,270,1,0
25,24,6,12,0.6,51,25,10,22,87,90,1,0
24,25,6,12,0.6,58,24,11,22,87,90,1,0
29,24,6,12,0.6,59,29,12,22,89,45,0,0
30,29,6,10,0.6,63,30,12,22,89,125,1,0
27,30,6,8,0.6,65,27,12,22,90,180,1,0
27,27,6,7,0.6,65,27,11,21,93,315,1,0
27,27,6,8,0.6,64,27,11,22,90,45,1,0
25,27,6,8,0.6,64,25,10,23,79,180,2,0
26,25,6,9,0.6,61,26,9,24,78,180,2,0
25,26,6,10,0.6,60,25,9,24,76,315,2,0
28,25,6,11,0.6,54,28,10,26,73,180,2,0
27,28,6,13,0.6,47,27,11,27,71,125,2,0
28,27,6,14,0.6,44,28,11,27,67,180,2,0
28,28,6,16,0.6,44,28,12,28,66,180,2,0
31,28,6,13,0.5,48,31,15,29,66,180,2,0
31,31,6,10,0.5,52,31,14,28,63,180,2,0
29,31,6,10,0.5,51,29,15,28,64,125,2,0
26,29,6,11,0.5,48,26,14,29,63,180,2,0
29,26,6,10,0.5,46,29,13,28,63,180,2,0
25,29,6,9,0.5,44,25,14,27,70,125,2,0
25,25,6,9,0.5,43,25,14,26,74,180,1,0
25,25,7,8,0.5,44,25,12,26,75,125,2,0
24,25,6,10,0.5,44,24,11,26,75,180,2,0
21,24,6,11,0.5,45,21,11,25,77,180,2,0
26,21,7,9,0.5,50,26,11,25,79,180,2,0
27,26,7,10,0.5,53,27,12,25,80,180,2,0
29,27,6,10,0.5,57,29,12,24,82,315,2,0
29,29,6,9,0.5,61,29,12,24,82,315,2,0
27,29,7,8,0.5,62,27,12,24,80,315,2,0
26,27,6,9,0.5,59,26,10,24,80,315,2,0
29,26,6,9,0.5,62,29,10,24,80,315,2,0
29,29,5,10,0.5,61,29,10,25,77,315,2,0
27,29,6,10,0.5,57,27,10,25,75,180,2,0
29,27,6,12,0.5,54,29,12,26,73,315,2,0
29,29,6,13,0.5,51,29,13,26,69,180,2,0
30,29,6,13,0.5,49,30,12,27,68,180,2,0
30,30,6,15,0.5,47,30,13,26,72,180,2,0
31,30,6,15,0.5,45,31,13,26,70,180,2,0
31,31,6,13,0.5,47,31,13,27,68,180,2,0
29,31,7,11,0.5,48,29,13,26,68,180,2,0
27,29,7,8,0.5,51,27,13,26,69,180,2,0
25,27,6,8,0.5,51,25,13,26,70,180,2,0
26,25,7,7,0.5,51,26,12,26,72,315,2,0
24,26,7,6,0.5,52,24,13,25,73,315,2,0
24,24,8,6,0.5,52,24,12,25,74,180,2,0
22,24,8,9,0.5,48,22,13,25,77,315,2,0
23,22,8,14,0.6,42,23,11,25,78,180,2,0
