province,city,city_code,aqi,quality,level,pollutions,so2,no2,co,o3,pm10,pm2_5,pubtime
贵州省,贵阳市,520100,24.0,优,1,—,6.0,17.0,0.7,47.0,24.0,6.0,2021-04-25 19:00:00
贵州省,贵阳市,520100,21.0,优,1,—,6.0,14.0,0.7,49.0,21.0,8.0,2021-04-25 20:00:00
贵州省,贵阳市,520100,19.0,优,1,—,6.0,13.0,0.7,50.0,19.0,7.0,2021-04-25 21:00:00
贵州省,贵阳市,520100,16.0,优,1,—,6.0,13.0,0.7,51.0,14.0,6.0,2021-04-25 22:00:00
贵州省,贵阳市,520100,16.0,优,1,—,6.0,12.0,0.7,51.0,16.0,6.0,2021-04-25 23:00:00
贵州省,贵阳市,520100,17.0,优,1,—,6.0,12.0,0.7,52.0,12.0,4.0,2021-04-26 00:00:00
贵州省,贵阳市,520100,15.0,优,1,—,6.0,11.0,0.7,48.0,14.0,6.0,2021-04-26 01:00:00
贵州省,贵阳市,520100,14.0,优,1,—,6.0,13.0,0.7,42.0,9.0,5.0,2021-04-26 02:00:00
贵州省,贵阳市,520100,14.0,优,1,—,6.0,12.0,0.7,42.0,14.0,7.0,2021-04-26 03:00:00
贵州省,贵阳市,520100,14.0,优,1,—,6.0,11.0,0.7,43.0,14.0,8.0,2021-04-26 04:00:00
贵州省,贵阳市,520100,17.0,优,1,—,6.0,11.0,0.6,41.0,17.0,8.0,2021-04-26 05:00:00
贵州省,贵阳市,520100,16.0,优,1,—,6.0,11.0,0.7,41.0,16.0,9.0,2021-04-26 06:00:00
贵州省,贵阳市,520100,19.0,优,1,—,6.0,11.0,0.7,42.0,19.0,9.0,2021-04-26 07:00:00
贵州省,贵阳市,520100,18.0,优,1,—,6.0,16.0,0.7,39.0,18.0,10.0,2021-04-26 08:00:00
贵州省,贵阳市,520100,20.0,优,1,—,6.0,19.0,0.7,34.0,20.0,12.0,2021-04-26 09:00:00
贵州省,贵阳市,520100,24.0,优,1,—,6.0,19.0,0.7,33.0,24.0,13.0,2021-04-26 10:00:00
贵州省,贵阳市,520100,27.0,优,1,—,7.0,20.0,0.7,33.0,27.0,13.0,2021-04-26 11:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-04-26 12:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-04-26 13:00:00
贵州省,贵阳市,520100,34.0,优,1,—,7.0,18.0,0.7,54.0,34.0,20.0,2021-04-26 14:00:00
贵州省,贵阳市,520100,34.0,优,1,—,7.0,19.0,0.7,59.0,34.0,18.0,2021-04-26 15:00:00
贵州省,贵阳市,520100,34.0,优,1,—,7.0,19.0,0.7,65.0,34.0,20.0,2021-04-26 16:00:00
贵州省,贵阳市,520100,33.0,优,1,—,7.0,19.0,0.7,68.0,33.0,17.0,2021-04-26 17:00:00
贵州省,贵阳市,520100,29.0,优,1,—,7.0,21.0,0.7,65.0,29.0,14.0,2021-04-26 18:00:00
贵州省,贵阳市,520100,27.0,优,1,—,7.0,20.0,0.7,64.0,27.0,13.0,2021-04-26 19:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,16.0,0.6,62.0,27.0,13.0,2021-04-26 20:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,16.0,0.6,54.0,27.0,14.0,2021-04-26 21:00:00
贵州省,贵阳市,520100,23.0,优,1,—,6.0,16.0,0.6,50.0,23.0,14.0,2021-04-26 22:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,15.0,0.6,45.0,27.0,14.0,2021-04-26 23:00:00
贵州省,贵阳市,520100,25.0,优,1,—,6.0,14.0,0.6,45.0,25.0,13.0,2021-04-27 00:00:00
贵州省,贵阳市,520100,21.0,优,1,—,6.0,13.0,0.6,43.0,21.0,11.0,2021-04-27 01:00:00
贵州省,贵阳市,520100,19.0,优,1,—,6.0,12.0,0.6,41.0,19.0,10.0,2021-04-27 02:00:00
贵州省,贵阳市,520100,18.0,优,1,—,6.0,11.0,0.6,39.0,18.0,8.0,2021-04-27 03:00:00
贵州省,贵阳市,520100,17.0,优,1,—,5.0,11.0,0.6,36.0,17.0,7.0,2021-04-27 04:00:00
贵州省,贵阳市,520100,13.0,优,1,—,5.0,9.0,0.5,38.0,13.0,8.0,2021-04-27 05:00:00
贵州省,贵阳市,520100,13.0,优,1,—,5.0,8.0,0.5,41.0,13.0,6.0,2021-04-27 06:00:00
贵州省,贵阳市,520100,13.0,优,1,—,5.0,9.0,0.6,40.0,11.0,4.0,2021-04-27 07:00:00
贵州省,贵阳市,520100,11.0,优,1,—,6.0,14.0,0.6,33.0,9.0,4.0,2021-04-27 08:00:00
贵州省,贵阳市,520100,10.0,优,1,—,6.0,15.0,0.6,31.0,10.0,4.0,2021-04-27 09:00:00
贵州省,贵阳市,520100,14.0,优,1,—,6.0,15.0,0.6,33.0,14.0,6.0,2021-04-27 10:00:00
贵州省,贵阳市,520100,13.0,优,1,—,6.0,14.0,0.6,41.0,13.0,5.0,2021-04-27 11:00:00
贵州省,贵阳市,520100,19.0,优,1,—,6.0,14.0,0.6,50.0,19.0,6.0,2021-04-27 12:00:00
贵州省,贵阳市,520100,24.0,优,1,—,6.0,10.0,0.6,67.0,24.0,7.0,2021-04-27 13:00:00
贵州省,贵阳市,520100,26.0,优,1,—,6.0,9.0,0.5,83.0,20.0,8.0,2021-04-27 14:00:00
贵州省,贵阳市,520100,28.0,优,1,—,6.0,10.0,0.5,89.0,19.0,6.0,2021-04-27 15:00:00
贵州省,贵阳市,520100,28.0,优,1,—,6.0,10.0,0.6,88.0,19.0,7.0,2021-04-27 16:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,12.0,0.5,84.0,22.0,8.0,2021-04-27 17:00:00
贵州省,贵阳市,520100,25.0,优,1,—,6.0,13.0,0.5,77.0,21.0,8.0,2021-04-27 18:00:00
贵州省,贵阳市,520100,22.0,优,1,—,7.0,14.0,0.6,69.0,22.0,7.0,2021-04-27 19:00:00
贵州省,贵阳市,520100,25.0,优,1,—,7.0,15.0,0.6,63.0,25.0,9.0,2021-04-27 20:00:00
贵州省,贵阳市,520100,30.0,优,1,—,7.0,16.0,0.6,59.0,30.0,10.0,2021-04-27 21:00:00
贵州省,贵阳市,520100,37.0,优,1,—,8.0,18.0,0.6,55.0,37.0,20.0,2021-04-27 22:00:00
贵州省,贵阳市,520100,34.0,优,1,—,8.0,17.0,0.6,54.0,34.0,17.0,2021-04-27 23:00:00
贵州省,贵阳市,520100,26.0,优,1,—,7.0,14.0,0.6,56.0,26.0,13.0,2021-04-28 00:00:00
贵州省,贵阳市,520100,23.0,优,1,—,7.0,12.0,0.6,56.0,23.0,9.0,2021-04-28 01:00:00
贵州省,贵阳市,520100,21.0,优,1,—,6.0,11.0,0.5,54.0,21.0,8.0,2021-04-28 02:00:00
贵州省,贵阳市,520100,22.0,优,1,—,6.0,11.0,0.5,53.0,22.0,9.0,2021-04-28 03:00:00
贵州省,贵阳市,520100,21.0,优,1,—,6.0,10.0,0.5,53.0,21.0,10.0,2021-04-28 04:00:00
贵州省,贵阳市,520100,21.0,优,1,—,6.0,10.0,0.5,53.0,21.0,10.0,2021-04-28 05:00:00
贵州省,贵阳市,520100,21.0,优,1,—,5.0,7.0,0.5,67.0,21.0,12.0,2021-04-28 06:00:00
贵州省,贵阳市,520100,22.0,优,1,—,5.0,7.0,0.5,68.0,17.0,9.0,2021-04-28 07:00:00
贵州省,贵阳市,520100,20.0,优,1,—,5.0,13.0,0.5,61.0,15.0,8.0,2021-04-28 08:00:00
贵州省,贵阳市,520100,20.0,优,1,—,5.0,16.0,0.5,61.0,16.0,6.0,2021-04-28 09:00:00
贵州省,贵阳市,520100,20.0,优,1,—,5.0,16.0,0.5,61.0,13.0,8.0,2021-04-28 10:00:00
贵州省,贵阳市,520100,19.0,优,1,—,6.0,21.0,0.5,53.0,19.0,7.0,2021-04-28 11:00:00
贵州省,贵阳市,520100,18.0,优,1,—,6.0,18.0,0.5,57.0,18.0,8.0,2021-04-28 12:00:00
贵州省,贵阳市,520100,20.0,优,1,—,6.0,16.0,0.5,63.0,20.0,10.0,2021-04-28 13:00:00
贵州省,贵阳市,520100,22.0,优,1,—,7.0,15.0,0.5,62.0,22.0,10.0,2021-04-28 14:00:00
贵州省,贵阳市,520100,26.0,优,1,—,7.0,15.0,0.5,62.0,26.0,10.0,2021-04-28 15:00:00
贵州省,贵阳市,520100,24.0,优,1,—,6.0,13.0,0.5,68.0,24.0,9.0,2021-04-28 16:00:00
贵州省,贵阳市,520100,25.0,优,1,—,6.0,14.0,0.5,66.0,25.0,11.0,2021-04-28 17:00:00
贵州省,贵阳市,520100,25.0,优,1,—,6.0,15.0,0.6,61.0,25.0,10.0,2021-04-28 18:00:00
贵州省,贵阳市,520100,26.0,优,1,—,6.0,17.0,0.5,58.0,26.0,14.0,2021-04-28 19:00:00
贵州省,贵阳市,520100,27.0,优,1,—,7.0,18.0,0.5,55.0,27.0,15.0,2021-04-28 20:00:00
贵州省,贵阳市,520100,29.0,优,1,—,7.0,18.0,0.6,51.0,29.0,15.0,2021-04-28 21:00:00
贵州省,贵阳市,520100,30.0,优,1,—,7.0,18.0,0.6,46.0,30.0,16.0,2021-04-28 22:00:00
贵州省,贵阳市,520100,32.0,优,1,—,7.0,21.0,0.7,38.0,32.0,20.0,2021-04-28 23:00:00
贵州省,贵阳市,520100,38.0,优,1,—,8.0,29.0,0.7,23.0,38.0,23.0,2021-04-29 00:00:00
贵州省,贵阳市,520100,47.0,优,1,—,8.0,34.0,0.7,15.0,47.0,28.0,2021-04-29 01:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),8.0,34.0,0.8,14.0,54.0,28.0,2021-04-29 02:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),7.0,30.0,0.7,16.0,52.0,29.0,2021-04-29 03:00:00
贵州省,贵阳市,520100,47.0,优,1,—,8.0,28.0,0.7,16.0,47.0,27.0,2021-04-29 04:00:00
贵州省,贵阳市,520100,44.0,优,1,—,8.0,26.0,0.7,14.0,44.0,25.0,2021-04-29 05:00:00
贵州省,贵阳市,520100,42.0,优,1,—,8.0,24.0,0.6,17.0,42.0,23.0,2021-04-29 06:00:00
贵州省,贵阳市,520100,36.0,优,1,—,7.0,24.0,0.7,14.0,36.0,19.0,2021-04-29 07:00:00
贵州省,贵阳市,520100,37.0,优,1,—,9.0,27.0,0.8,14.0,37.0,18.0,2021-04-29 08:00:00
贵州省,贵阳市,520100,42.0,优,1,—,13.0,29.0,0.8,24.0,42.0,20.0,2021-04-29 09:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),13.0,33.0,0.8,35.0,52.0,21.0,2021-04-29 10:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),12.0,33.0,0.7,50.0,56.0,21.0,2021-04-29 11:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),10.0,24.0,0.6,74.0,54.0,21.0,2021-04-29 12:00:00
贵州省,贵阳市,520100,45.0,优,1,—,9.0,15.0,0.5,97.0,45.0,16.0,2021-04-29 13:00:00
贵州省,贵阳市,520100,40.0,优,1,—,10.0,11.0,0.4,111.0,40.0,12.0,2021-04-29 14:00:00
贵州省,贵阳市,520100,38.0,优,1,—,10.0,10.0,0.4,119.0,37.0,12.0,2021-04-29 15:00:00
贵州省,贵阳市,520100,39.0,优,1,—,10.0,10.0,0.4,123.0,35.0,12.0,2021-04-29 16:00:00
贵州省,贵阳市,520100,38.0,优,1,—,8.0,12.0,0.4,116.0,38.0,11.0,2021-04-29 17:00:00
贵州省,贵阳市,520100,41.0,优,1,—,8.0,16.0,0.4,107.0,41.0,10.0,2021-04-29 18:00:00
贵州省,贵阳市,520100,36.0,优,1,—,8.0,24.0,0.5,92.0,36.0,12.0,2021-04-29 19:00:00
贵州省,贵阳市,520100,39.0,优,1,—,10.0,46.0,0.6,56.0,39.0,13.0,2021-04-29 20:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),11.0,56.0,0.7,36.0,55.0,20.0,2021-04-29 21:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),11.0,53.0,0.7,31.0,68.0,25.0,2021-04-29 22:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),12.0,48.0,0.6,32.0,68.0,26.0,2021-04-29 23:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),11.0,49.0,0.6,23.0,64.0,24.0,2021-04-30 00:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),10.0,47.0,0.6,19.0,66.0,26.0,2021-04-30 01:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),10.0,45.0,0.6,16.0,67.0,26.0,2021-04-30 02:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),9.0,42.0,0.6,16.0,64.0,25.0,2021-04-30 03:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),8.0,38.0,0.6,15.0,62.0,23.0,2021-04-30 04:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),8.0,37.0,0.5,14.0,61.0,21.0,2021-04-30 05:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),8.0,37.0,0.5,11.0,53.0,19.0,2021-04-30 06:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),9.0,35.0,0.6,11.0,57.0,20.0,2021-04-30 07:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),12.0,35.0,0.7,13.0,59.0,23.0,2021-04-30 08:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),15.0,42.0,0.8,24.0,66.0,24.0,2021-04-30 09:00:00
贵州省,贵阳市,520100,60.0,良,2,颗粒物(PM10),13.0,34.0,0.7,49.0,69.0,25.0,2021-04-30 10:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),13.0,27.0,0.6,72.0,58.0,19.0,2021-04-30 11:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),12.0,19.0,0.6,96.0,56.0,19.0,2021-04-30 12:00:00
贵州省,贵阳市,520100,48.0,优,1,—,10.0,13.0,0.5,112.0,48.0,16.0,2021-04-30 13:00:00
贵州省,贵阳市,520100,44.0,优,1,—,8.0,11.0,0.5,111.0,44.0,14.0,2021-04-30 14:00:00
贵州省,贵阳市,520100,38.0,优,1,—,7.0,12.0,0.4,112.0,38.0,11.0,2021-04-30 15:00:00
贵州省,贵阳市,520100,37.0,优,1,—,7.0,12.0,0.5,116.0,35.0,10.0,2021-04-30 16:00:00
贵州省,贵阳市,520100,38.0,优,1,—,7.0,14.0,0.4,119.0,30.0,11.0,2021-04-30 17:00:00
贵州省,贵阳市,520100,35.0,优,1,—,7.0,22.0,0.5,105.0,35.0,10.0,2021-04-30 18:00:00
贵州省,贵阳市,520100,42.0,优,1,—,7.0,29.0,0.6,84.0,42.0,13.0,2021-04-30 19:00:00
贵州省,贵阳市,520100,49.0,优,1,—,9.0,40.0,0.6,62.0,49.0,17.0,2021-04-30 20:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),11.0,42.0,0.6,58.0,57.0,23.0,2021-04-30 21:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),9.0,25.0,0.5,71.0,66.0,23.0,2021-04-30 22:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),9.0,25.0,0.5,68.0,63.0,16.0,2021-04-30 23:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),9.0,28.0,0.5,60.0,55.0,18.0,2021-05-01 00:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),9.0,38.0,0.6,41.0,52.0,18.0,2021-05-01 01:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),9.0,36.0,0.6,36.0,61.0,23.0,2021-05-01 02:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),9.0,39.0,0.5,28.0,64.0,22.0,2021-05-01 03:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),11.0,38.0,0.5,27.0,56.0,21.0,2021-05-01 04:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),15.0,32.0,0.5,34.0,51.0,20.0,2021-05-01 05:00:00
贵州省,贵阳市,520100,44.0,优,1,—,14.0,33.0,0.5,28.0,44.0,18.0,2021-05-01 06:00:00
贵州省,贵阳市,520100,44.0,优,1,—,14.0,35.0,0.5,22.0,44.0,18.0,2021-05-01 07:00:00
贵州省,贵阳市,520100,45.0,优,1,—,14.0,35.0,0.6,20.0,45.0,18.0,2021-05-01 08:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),17.0,35.0,0.6,37.0,54.0,24.0,2021-05-01 09:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),17.0,37.0,0.6,57.0,55.0,22.0,2021-05-01 10:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),13.0,27.0,0.6,90.0,55.0,23.0,2021-05-01 11:00:00
贵州省,贵阳市,520100,45.0,优,1,—,11.0,20.0,0.5,116.0,45.0,17.0,2021-05-01 12:00:00
贵州省,贵阳市,520100,43.0,优,1,—,9.0,14.0,0.5,136.0,43.0,17.0,2021-05-01 13:00:00
贵州省,贵阳市,520100,43.0,优,1,—,8.0,11.0,0.5,137.0,33.0,12.0,2021-05-01 14:00:00
贵州省,贵阳市,520100,42.0,优,1,—,8.0,11.0,0.5,132.0,30.0,12.0,2021-05-01 15:00:00
贵州省,贵阳市,520100,41.0,优,1,—,7.0,12.0,0.4,129.0,29.0,10.0,2021-05-01 16:00:00
贵州省,贵阳市,520100,39.0,优,1,—,7.0,13.0,0.5,123.0,31.0,11.0,2021-05-01 17:00:00
贵州省,贵阳市,520100,37.0,优,1,—,8.0,14.0,0.5,118.0,30.0,11.0,2021-05-01 18:00:00
贵州省,贵阳市,520100,33.0,优,1,—,9.0,22.0,0.5,105.0,31.0,10.0,2021-05-01 19:00:00
贵州省,贵阳市,520100,34.0,优,1,—,9.0,28.0,0.6,94.0,34.0,12.0,2021-05-01 20:00:00
贵州省,贵阳市,520100,44.0,优,1,—,9.0,29.0,0.6,85.0,44.0,18.0,2021-05-01 21:00:00
贵州省,贵阳市,520100,47.0,优,1,—,9.0,30.0,0.6,76.0,47.0,21.0,2021-05-01 22:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),11.0,30.0,0.6,69.0,53.0,22.0,2021-05-01 23:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),12.0,26.0,0.7,72.0,52.0,23.0,2021-05-02 00:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),11.0,19.0,0.6,80.0,53.0,25.0,2021-05-02 01:00:00
贵州省,贵阳市,520100,47.0,优,1,—,10.0,17.0,0.6,83.0,47.0,22.0,2021-05-02 02:00:00
贵州省,贵阳市,520100,48.0,优,1,—,10.0,16.0,0.6,83.0,48.0,22.0,2021-05-02 03:00:00
贵州省,贵阳市,520100,44.0,优,1,—,9.0,16.0,0.6,83.0,44.0,22.0,2021-05-02 04:00:00
贵州省,贵阳市,520100,43.0,优,1,—,8.0,16.0,0.6,81.0,43.0,20.0,2021-05-02 05:00:00
贵州省,贵阳市,520100,43.0,优,1,—,8.0,18.0,0.6,77.0,43.0,22.0,2021-05-02 06:00:00
贵州省,贵阳市,520100,43.0,优,1,—,8.0,20.0,0.6,68.0,43.0,23.0,2021-05-02 07:00:00
贵州省,贵阳市,520100,45.0,优,1,—,9.0,26.0,0.7,65.0,45.0,23.0,2021-05-02 08:00:00
贵州省,贵阳市,520100,47.0,优,1,—,10.0,22.0,0.7,82.0,47.0,26.0,2021-05-02 09:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),9.0,16.0,0.7,94.0,53.0,29.0,2021-05-02 10:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),7.0,14.0,0.7,100.0,54.0,28.0,2021-05-02 11:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),7.0,12.0,0.7,106.0,55.0,32.0,2021-05-02 12:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),6.0,11.0,0.6,108.0,52.0,28.0,2021-05-02 13:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),6.0,9.0,0.6,107.0,51.0,29.0,2021-05-02 14:00:00
贵州省,贵阳市,520100,47.0,优,1,—,5.0,10.0,0.6,108.0,47.0,24.0,2021-05-02 15:00:00
贵州省,贵阳市,520100,47.0,优,1,—,5.0,11.0,0.6,109.0,47.0,25.0,2021-05-02 16:00:00
贵州省,贵阳市,520100,48.0,优,1,—,5.0,10.0,0.6,110.0,48.0,25.0,2021-05-02 17:00:00
贵州省,贵阳市,520100,46.0,优,1,—,5.0,12.0,0.6,103.0,46.0,22.0,2021-05-02 18:00:00
贵州省,贵阳市,520100,44.0,优,1,—,5.0,12.0,0.6,99.0,44.0,21.0,2021-05-02 19:00:00
贵州省,贵阳市,520100,44.0,优,1,—,6.0,14.0,0.6,94.0,44.0,20.0,2021-05-02 20:00:00
贵州省,贵阳市,520100,43.0,优,1,—,6.0,17.0,0.7,90.0,43.0,25.0,2021-05-02 21:00:00
贵州省,贵阳市,520100,46.0,优,1,—,6.0,17.0,0.7,89.0,46.0,28.0,2021-05-02 22:00:00
贵州省,贵阳市,520100,50.0,优,1,—,6.0,17.0,0.6,86.0,50.0,29.0,2021-05-02 23:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),6.0,12.0,0.6,90.0,51.0,30.0,2021-05-03 00:00:00
贵州省,贵阳市,520100,45.0,优,1,—,6.0,10.0,0.6,91.0,45.0,27.0,2021-05-03 01:00:00
贵州省,贵阳市,520100,39.0,优,1,—,6.0,9.0,0.6,88.0,39.0,22.0,2021-05-03 02:00:00
贵州省,贵阳市,520100,35.0,优,1,—,6.0,8.0,0.6,85.0,35.0,21.0,2021-05-03 03:00:00
贵州省,贵阳市,520100,34.0,优,1,—,6.0,9.0,0.6,73.0,34.0,20.0,2021-05-03 04:00:00
贵州省,贵阳市,520100,32.0,优,1,—,6.0,10.0,0.6,68.0,30.0,22.0,2021-05-03 05:00:00
贵州省,贵阳市,520100,30.0,优,1,—,6.0,9.0,0.6,67.0,30.0,21.0,2021-05-03 06:00:00
贵州省,贵阳市,520100,34.0,优,1,—,6.0,12.0,0.6,63.0,34.0,23.0,2021-05-03 07:00:00
贵州省,贵阳市,520100,32.0,优,1,—,7.0,14.0,0.6,62.0,32.0,21.0,2021-05-03 08:00:00
贵州省,贵阳市,520100,37.0,优,1,—,7.0,13.0,0.6,66.0,37.0,24.0,2021-05-03 09:00:00
贵州省,贵阳市,520100,40.0,优,1,—,8.0,13.0,0.6,72.0,40.0,22.0,2021-05-03 10:00:00
贵州省,贵阳市,520100,39.0,优,1,—,9.0,12.0,0.6,80.0,39.0,20.0,2021-05-03 11:00:00
贵州省,贵阳市,520100,42.0,优,1,—,9.0,12.0,0.6,90.0,42.0,20.0,2021-05-03 12:00:00
贵州省,贵阳市,520100,39.0,优,1,—,8.0,10.0,0.6,101.0,39.0,19.0,2021-05-03 13:00:00
贵州省,贵阳市,520100,35.0,优,1,—,7.0,9.0,0.6,109.0,34.0,18.0,2021-05-03 14:00:00
贵州省,贵阳市,520100,37.0,优,1,—,7.0,10.0,0.6,116.0,37.0,20.0,2021-05-03 15:00:00
贵州省,贵阳市,520100,41.0,优,1,—,6.0,13.0,0.6,120.0,41.0,20.0,2021-05-03 16:00:00
贵州省,贵阳市,520100,37.0,优,1,—,6.0,14.0,0.6,116.0,37.0,19.0,2021-05-03 17:00:00
贵州省,贵阳市,520100,48.0,优,1,—,6.0,13.0,0.6,121.0,48.0,21.0,2021-05-03 18:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),6.0,18.0,0.7,100.0,53.0,16.0,2021-05-03 19:00:00
贵州省,贵阳市,520100,29.0,优,1,—,6.0,29.0,0.7,65.0,29.0,17.0,2021-05-03 20:00:00
贵州省,贵阳市,520100,36.0,优,1,—,6.0,32.0,0.8,47.0,36.0,21.0,2021-05-03 21:00:00
贵州省,贵阳市,520100,38.0,优,1,—,6.0,27.0,0.7,58.0,38.0,24.0,2021-05-03 22:00:00
贵州省,贵阳市,520100,39.0,优,1,—,6.0,21.0,0.7,65.0,39.0,24.0,2021-05-03 23:00:00
贵州省,贵阳市,520100,37.0,优,1,—,6.0,16.0,0.6,67.0,37.0,22.0,2021-05-04 00:00:00
贵州省,贵阳市,520100,36.0,优,1,—,6.0,16.0,0.7,58.0,36.0,22.0,2021-05-04 01:00:00
贵州省,贵阳市,520100,41.0,优,1,—,6.0,16.0,0.6,59.0,41.0,22.0,2021-05-04 02:00:00
贵州省,贵阳市,520100,40.0,优,1,—,5.0,12.0,0.6,65.0,40.0,22.0,2021-05-04 03:00:00
贵州省,贵阳市,520100,33.0,优,1,—,5.0,10.0,0.6,68.0,33.0,21.0,2021-05-04 04:00:00
贵州省,贵阳市,520100,31.0,优,1,—,5.0,10.0,0.6,65.0,31.0,20.0,2021-05-04 05:00:00
贵州省,贵阳市,520100,29.0,优,1,—,5.0,10.0,0.7,63.0,26.0,20.0,2021-05-04 06:00:00
贵州省,贵阳市,520100,32.0,优,1,—,6.0,13.0,0.7,56.0,31.0,22.0,2021-05-04 07:00:00
贵州省,贵阳市,520100,33.0,优,1,—,6.0,16.0,0.7,54.0,32.0,23.0,2021-05-04 08:00:00
贵州省,贵阳市,520100,38.0,优,1,—,6.0,16.0,0.7,59.0,37.0,26.0,2021-05-04 09:00:00
贵州省,贵阳市,520100,45.0,优,1,—,6.0,16.0,0.7,67.0,43.0,31.0,2021-05-04 10:00:00
贵州省,贵阳市,520100,43.0,优,1,—,6.0,14.0,0.7,72.0,43.0,30.0,2021-05-04 11:00:00
贵州省,贵阳市,520100,41.0,优,1,—,6.0,14.0,0.6,74.0,41.0,27.0,2021-05-04 12:00:00
贵州省,贵阳市,520100,38.0,优,1,—,6.0,12.0,0.6,78.0,36.0,26.0,2021-05-04 13:00:00
贵州省,贵阳市,520100,41.0,优,1,—,6.0,12.0,0.6,75.0,41.0,25.0,2021-05-04 14:00:00
贵州省,贵阳市,520100,37.0,优,1,—,6.0,12.0,0.6,75.0,37.0,23.0,2021-05-04 15:00:00
贵州省,贵阳市,520100,31.0,优,1,—,6.0,12.0,0.5,79.0,31.0,17.0,2021-05-04 16:00:00
贵州省,贵阳市,520100,25.0,优,1,—,6.0,14.0,0.6,78.0,23.0,9.0,2021-05-04 17:00:00
贵州省,贵阳市,520100,30.0,优,1,—,6.0,16.0,0.6,71.0,30.0,14.0,2021-05-04 18:00:00
贵州省,贵阳市,520100,30.0,优,1,—,6.0,16.0,0.5,71.0,30.0,14.0,2021-05-04 19:00:00
贵州省,贵阳市,520100,28.0,优,1,—,5.0,14.0,0.5,76.0,28.0,11.0,2021-05-04 20:00:00
贵州省,贵阳市,520100,26.0,优,1,—,6.0,14.0,0.6,80.0,26.0,11.0,2021-05-04 21:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,14.0,0.5,84.0,27.0,15.0,2021-05-04 22:00:00
贵州省,贵阳市,520100,27.0,优,1,—,6.0,13.0,0.5,86.0,27.0,17.0,2021-05-04 23:00:00
贵州省,贵阳市,520100,29.0,优,1,—,6.0,12.0,0.5,86.0,29.0,15.0,2021-05-05 00:00:00
贵州省,贵阳市,520100,32.0,优,1,—,6.0,11.0,0.6,83.0,32.0,15.0,2021-05-05 01:00:00
