aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
77	7	58	0.8	6	104	51	2021/6/9 2:00
81	7	56	0.8	5	111	55	2021/6/9 3:00
80	7	53	0.7	4	109	51	2021/6/9 4:00
79	7	50	0.7	5	107	51	2021/6/9 5:00
73	7	42	0.7	10	96	49	2021/6/9 6:00
68	7	38	0.7	12	85	44	2021/6/9 7:00
64	8	38	0.7	15	77	42	2021/6/9 8:00
67	9	39	0.7	44	83	44	2021/6/9 9:00
64	8	30	0.6	86	78	40	2021/6/9 10:00
60	8	19	0.6	111	69	34	2021/6/9 11:00
56	8	17	0.6	118	62	35	2021/6/9 12:00
55	7	15	0.5	120	60	33	2021/6/9 13:00
52	6	17	0.6	109	54	35	2021/6/9 14:00
52	6	12	0.6	121	53	30	2021/6/9 15:00
48	6	12	0.6	131	48	28	2021/6/9 16:00
48	6	15	0.6	132	48	27	2021/6/9 17:00
51	6	17	0.6	120	51	26	2021/6/9 18:00
52	6	24	0.6	87	53	27	2021/6/9 20:00
53	5	20	0.6	78	55	31	2021/6/9 21:00
53	6	18	0.6	67	56	30	2021/6/9 22:00
46	5	21	0.5	57	46	28	2021/6/9 23:00
45	5	22	0.6	50	44	31	2021/6/10 0:00
48	6	18	0.6	51	48	31	2021/6/10 1:00
48	6	16	0.6	52	48	30	2021/6/10 2:00
50	6	12	0.6	51	46	35	2021/6/10 3:00
29	6	9	0.6	57	26	20	2021/6/10 4:00
20	6	8	0.5	64	6	4	2021/6/10 5:00
23	6	8	0.5	72	5	2	2021/6/10 6:00
23	6	9	0.5	73	9	3	2021/6/10 7:00
20	6	17	0.6	63	7	4	2021/6/10 8:00
18	6	19	0.6	57	9	4	2021/6/10 9:00
18	6	23	0.6	55	11	4	2021/6/10 10:00
18	6	24	0.6	57	13	6	2021/6/10 11:00
20	6	21	0.6	64	16	8	2021/6/10 12:00
20	6	20	0.5	64	16	6	2021/6/10 13:00
22	6	18	0.6	70	16	9	2021/6/10 14:00
21	6	20	0.6	65	15	8	2021/6/10 15:00
20	6	18	0.5	64	19	10	2021/6/10 16:00
21	6	17	0.6	62	21	12	2021/6/10 17:00
23	6	22	0.6	58	23	13	2021/6/10 18:00
28	6	25	0.6	52	28	15	2021/6/10 19:00
29	6	24	0.6	48	29	17	2021/6/10 20:00
34	6	23	0.6	41	34	22	2021/6/10 21:00
33	6	21	0.6	42	33	22	2021/6/10 22:00
38	6	17	0.6	43	38	23	2021/6/10 23:00
42	6	18	0.6	35	42	26	2021/6/11 0:00
43	6	18	0.6	31	43	29	2021/6/11 1:00
44	5	16	0.6	31	44	28	2021/6/11 2:00
42	5	15	0.6	30	42	27	2021/6/11 3:00
46	5	15	0.6	27	46	27	2021/6/11 4:00
46	6	17	0.6	24	46	30	2021/6/11 5:00
45	6	19	0.6	23	45	28	2021/6/11 6:00
48	6	22	0.6	21	47	33	2021/6/11 7:00
52	6	26	0.8	18	46	36	2021/6/11 8:00
43	6	30	1	16	37	30	2021/6/11 9:00
38	5	31	1	17	32	26	2021/6/11 10:00
28	5	29	0.9	22	23	19	2021/6/11 11:00
17	5	31	0.9	20	17	11	2021/6/11 12:00
18	5	35	0.8	17	18	11	2021/6/11 13:00
19	5	34	0.9	23	19	13	2021/6/11 14:00
17	5	33	0.8	34	15	11	2021/6/11 15:00
16	5	32	0.7	42	13	9	2021/6/11 16:00
16	5	31	0.7	47	15	10	2021/6/11 17:00
17	5	33	0.7	47	15	7	2021/6/11 18:00
19	5	37	0.7	37	15	10	2021/6/11 19:00
21	5	41	0.8	22	19	11	2021/6/11 20:00
25	5	43	0.8	14	25	13	2021/6/11 21:00
25	5	40	0.7	14	25	14	2021/6/11 22:00
24	5	35	0.7	13	24	14	2021/6/11 23:00
22	5	32	0.7	11	22	13	2021/6/12 0:00
23	5	30	0.6	10	23	12	2021/6/12 1:00
25	6	28	0.7	9	25	12	2021/6/12 2:00
27	5	27	0.6	9	27	13	2021/6/12 3:00
22	5	27	0.6	10	22	13	2021/6/12 4:00
24	5	23	0.6	11	24	14	2021/6/12 5:00
24	6	24	0.6	12	24	14	2021/6/12 6:00
25	6	25	0.5	15	25	13	2021/6/12 7:00
25	5	27	0.6	16	25	15	2021/6/12 8:00
29	5	29	0.6	18	29	18	2021/6/12 9:00
32	6	29	0.6	24	32	19	2021/6/12 10:00
33	6	25	0.5	44	33	19	2021/6/12 11:00
35	6	19	0.5	60	35	22	2021/6/12 12:00
28	6	13	0.4	63	28	11	2021/6/12 13:00
22	6	13	0.4	67	22	9	2021/6/12 14:00
24	5	12	0.4	74	18	8	2021/6/12 15:00
24	6	14	0.4	75	20	8	2021/6/12 16:00
22	5	13	0.4	69	20	8	2021/6/12 17:00
22	5	13	0.4	66	22	8	2021/6/12 18:00
19	5	20	0.5	56	19	9	2021/6/12 19:00
25	6	27	0.5	37	25	9	2021/6/12 20:00
31	6	33	0.6	22	31	12	2021/6/12 21:00
38	5	25	0.5	28	38	15	2021/6/12 22:00
32	5	16	0.4	41	32	13	2021/6/12 23:00
18	5	19	0.4	33	18	9	2021/6/13 0:00
24	5	23	0.5	21	24	10	2021/6/13 1:00
26	5	22	0.5	17	26	10	2021/6/13 2:00
26	5	20	0.5	17	26	13	2021/6/13 3:00
23	5	20	0.5	14	23	10	2021/6/13 4:00
25	5	19	0.5	13	25	10	2021/6/13 5:00
21	5	19	0.5	13	21	10	2021/6/13 6:00
24	5	19	0.5	15	24	9	2021/6/13 7:00
26	6	21	0.5	18	26	10	2021/6/13 8:00
27	6	16	0.4	33	27	11	2021/6/13 9:00
19	5	13	0.4	43	19	8	2021/6/13 10:00
16	5	13	0.4	45	16	5	2021/6/13 11:00
19	6	12	0.4	46	19	4	2021/6/13 12:00
17	5	10	0.4	53	16	4	2021/6/13 13:00
17	5	10	0.4	52	14	4	2021/6/13 14:00
18	5	9	0.4	55	13	3	2021/6/13 15:00
19	5	10	0.4	58	15	3	2021/6/13 16:00
18	5	12	0.4	56	17	3	2021/6/13 17:00
17	4	12	0.4	52	14	4	2021/6/13 18:00
15	5	12	0.4	48	12	4	2021/6/13 19:00
15	5	14	0.4	45	13	3	2021/6/13 20:00
13	5	17	0.4	39	12	4	2021/6/13 21:00
17	5	17	0.4	41	17	5	2021/6/13 22:00
17	5	18	0.4	36	17	4	2021/6/13 23:00
17	5	13	0.4	39	17	5	2021/6/14 0:00
16	5	9	0.4	47	16	6	2021/6/14 1:00
17	5	8	0.3	52	13	4	2021/6/14 2:00
17	5	7	0.3	52	11	4	2021/6/14 3:00
16	5	7	0.3	51	12	4	2021/6/14 4:00
16	5	7	0.4	49	12	3	2021/6/14 5:00
15	5	8	0.4	46	10	4	2021/6/14 6:00
14	5	9	0.3	43	12	3	2021/6/14 7:00
12	5	12	0.4	38	10	4	2021/6/14 8:00
12	5	12	0.4	38	9	3	2021/6/14 9:00
14	5	11	0.4	42	13	5	2021/6/14 10:00
15	5	11	0.4	48	14	5	2021/6/14 11:00
16	6	8	0.4	51	13	4	2021/6/14 12:00
17	5	8	0.4	53	16	3	2021/6/14 13:00
18	5	8	0.4	56	13	3	2021/6/14 14:00
20	5	7	0.4	57	20	4	2021/6/14 15:00
18	5	8	0.4	57	15	3	2021/6/14 16:00
18	5	9	0.4	57	12	2	2021/6/14 17:00
18	5	10	0.4	56	15	3	2021/6/14 18:00
16	5	11	0.4	50	14	3	2021/6/14 19:00
15	5	12	0.4	45	14	3	2021/6/14 20:00
14	5	13	0.4	41	14	4	2021/6/14 21:00
15	5	13	0.4	40	15	7	2021/6/14 22:00
15	5	12	0.4	39	15	6	2021/6/14 23:00
16	4	10	0.4	40	16	6	2021/6/15 0:00
15	5	9	0.4	42	15	5	2021/6/15 1:00
14	5	7	0.4	43	13	4	2021/6/15 2:00
14	6	6	0.4	43	11	4	2021/6/15 3:00
14	6	6	0.4	43	12	5	2021/6/15 4:00
13	6	7	0.4	41	13	4	2021/6/15 5:00
14	6	9	0.4	40	14	6	2021/6/15 6:00
14	6	11	0.4	38	14	7	2021/6/15 7:00
16	6	16	0.4	33	16	6	2021/6/15 8:00
18	6	14	0.4	38	18	8	2021/6/15 9:00
21	6	13	0.4	45	21	8	2021/6/15 10:00
20	6	13	0.4	48	20	8	2021/6/15 11:00
22	6	10	0.5	57	22	7	2021/6/15 12:00
19	6	9	0.4	60	18	8	2021/6/15 13:00
19	6	10	0.4	60	18	8	2021/6/15 14:00
19	6	11	0.4	60	18	8	2021/6/15 15:00
20	6	11	0.4	61	20	8	2021/6/15 16:00
22	5	13	0.4	56	22	8	2021/6/15 17:00
22	5	14	0.5	51	22	8	2021/6/15 18:00
21	5	15	0.5	44	21	8	2021/6/15 19:00
21	5	16	0.5	41	21	6	2021/6/15 20:00
23	5	17	0.5	38	23	7	2021/6/15 21:00
23	5	17	0.4	38	23	8	2021/6/15 22:00
20	5	18	0.4	36	20	8	2021/6/15 23:00
23	5	16	0.4	37	23	6	2021/6/16 0:00
22	5	12	0.4	42	22	8	2021/6/16 1:00
20	5	11	0.4	44	20	7	2021/6/16 2:00
22	5	10	0.4	44	22	8	2021/6/16 3:00
19	5	10	0.4	44	19	8	2021/6/16 4:00
21	5	10	0.4	43	21	9	2021/6/16 5:00
20	5	10	0.4	41	20	9	2021/6/16 6:00
20	5	11	0.4	38	20	10	2021/6/16 7:00
18	5	16	0.5	33	18	10	2021/6/16 8:00
23	5	16	0.5	32	23	10	2021/6/16 9:00
27	6	16	0.5	32	27	11	2021/6/16 10:00
30	6	15	0.5	34	30	13	2021/6/16 11:00
30	6	15	0.5	36	30	13	2021/6/16 12:00
28	6	15	0.5	38	28	14	2021/6/16 13:00
28	6	14	0.5	42	28	12	2021/6/16 14:00
26	6	12	0.5	47	26	13	2021/6/16 15:00
28	6	13	0.5	52	28	11	2021/6/16 16:00
28	6	10	0.5	56	28	12	2021/6/16 17:00
28	6	14	0.5	53	28	11	2021/6/16 18:00
26	6	15	0.5	45	26	11	2021/6/16 19:00
27	6	17	0.5	42	27	12	2021/6/16 20:00
29	6	19	0.5	39	29	12	2021/6/16 21:00
31	6	21	0.5	37	31	14	2021/6/16 22:00
32	6	21	0.5	38	32	16	2021/6/16 23:00
33	5	16	0.4	45	33	15	2021/6/17 0:00
30	6	13	0.4	49	30	18	2021/6/17 1:00
25	6	12	0.4	49	25	13	2021/6/17 2:00
27	5	10	0.4	50	27	13	2021/6/17 3:00
26	5	9	0.4	53	26	14	2021/6/17 4:00
26	5	9	0.4	52	26	14	2021/6/17 5:00
26	6	10	0.4	50	26	14	2021/6/17 6:00
25	6	12	0.5	48	25	14	2021/6/17 7:00
26	6	18	0.5	40	26	13	2021/6/17 8:00
28	6	18	0.5	39	28	15	2021/6/17 9:00
32	7	15	0.5	46	32	14	2021/6/17 10:00
35	7	13	0.5	53	35	16	2021/6/17 11:00
35	6	11	0.5	60	35	16	2021/6/17 12:00
32	6	9	0.5	66	32	13	2021/6/17 13:00
30	6	9	0.4	66	30	13	2021/6/17 14:00
31	6	8	0.5	67	31	13	2021/6/17 15:00
26	6	12	0.5	68	26	11	2021/6/17 16:00
29	6	12	0.5	66	29	10	2021/6/17 17:00
29	6	15	0.5	60	29	11	2021/6/17 18:00
28	6	15	0.5	56	28	10	2021/6/17 19:00
29	6	17	0.5	49	29	12	2021/6/17 20:00
28	6	18	0.5	45	28	13	2021/6/17 21:00
34	6	18	0.4	46	34	13	2021/6/17 22:00
32	6	14	0.4	53	32	14	2021/6/17 23:00
30	5	12	0.4	55	30	14	2021/6/18 0:00
28	5	11	0.4	56	28	13	2021/6/18 1:00
25	6	9	0.4	58	25	12	2021/6/18 2:00
24	5	9	0.4	58	24	12	2021/6/18 3:00
25	6	8	0.4	60	25	12	2021/6/18 4:00
37	6	8	0.4	58	37	12	2021/6/18 5:00
29	6	9	0.4	57	29	14	2021/6/18 6:00
24	6	11	0.5	55	24	15	2021/6/18 7:00
25	6	14	0.5	53	25	13	2021/6/18 8:00
28	6	15	0.5	53	28	13	2021/6/18 9:00
30	6	14	0.5	57	30	15	2021/6/18 10:00
33	6	13	0.5	60	33	17	2021/6/18 11:00
32	6	11	0.5	67	32	15	2021/6/18 12:00
34	6	10	0.5	75	34	15	2021/6/18 13:00
31	6	9	0.5	80	31	16	2021/6/18 14:00
28	6	12	0.6	82	28	14	2021/6/18 15:00
29	6	11	0.5	81	29	15	2021/6/18 16:00
28	6	12	0.5	81	28	12	2021/6/18 17:00
31	6	14	0.6	78	31	12	2021/6/18 18:00
29	6	16	0.5	69	29	15	2021/6/18 19:00
32	6	17	0.5	60	32	14	2021/6/18 20:00
31	6	20	0.5	51	31	15	2021/6/18 21:00
34	6	19	0.5	49	34	15	2021/6/18 22:00
36	6	18	0.4	51	36	15	2021/6/18 23:00
35	6	17	0.5	47	35	15	2021/6/19 0:00
38	5	13	0.5	41	38	19	2021/6/19 1:00
22	5	12	0.5	36	22	11	2021/6/19 2:00
25	5	9	0.4	43	25	12	2021/6/19 3:00
23	4	8	0.4	47	23	11	2021/6/19 4:00
22	4	8	0.5	49	22	10	2021/6/19 5:00
30	5	8	0.5	51	30	14	2021/6/19 6:00
35	5	9	0.5	53	35	15	2021/6/19 7:00
33	5	14	0.5	49	33	15	2021/6/19 8:00
32	6	19	0.6	47	32	15	2021/6/19 9:00
33	6	19	0.6	54	33	15	2021/6/19 10:00
33	7	21	0.6	57	33	13	2021/6/19 11:00
36	7	21	0.5	67	36	13	2021/6/19 12:00
37	7	19	0.6	76	37	16	2021/6/19 13:00
41	7	21	0.6	83	41	19	2021/6/19 14:00
45	7	20	0.7	97	45	20	2021/6/19 15:00
46	7	20	0.7	104	46	22	2021/6/19 16:00
43	7	20	0.6	106	43	21	2021/6/19 17:00
43	7	18	0.7	105	43	21	2021/6/19 18:00
43	7	17	0.7	94	43	22	2021/6/19 19:00
43	7	21	0.6	81	43	21	2021/6/19 20:00
41	7	21	0.5	80	41	21	2021/6/19 21:00
43	7	19	0.5	82	43	23	2021/6/19 22:00
42	7	14	0.5	85	42	23	2021/6/19 23:00
38	8	13	0.5	86	38	21	2021/6/20 0:00
40	9	12	0.6	83	40	20	2021/6/20 1:00
42	9	11	0.5	75	42	23	2021/6/20 2:00
38	9	11	0.5	73	38	21	2021/6/20 3:00
36	9	10	0.5	73	36	18	2021/6/20 4:00
36	10	11	0.6	70	36	19	2021/6/20 5:00
34	10	11	0.6	75	34	20	2021/6/20 6:00
29	8	11	0.5	74	29	16	2021/6/20 7:00
27	7	21	0.5	68	27	16	2021/6/20 9:00
26	8	24	0.5	68	26	16	2021/6/20 10:00
33	9	21	0.5	98	33	17	2021/6/20 12:00
38	8	15	0.5	120	37	19	2021/6/20 13:00
42	8	22	0.6	132	38	20	2021/6/20 14:00
46	9	23	0.7	147	43	24	2021/6/20 15:00
47	8	25	0.7	146	47	27	2021/6/20 16:00
48	8	25	0.6	140	48	26	2021/6/20 17:00
51	7	22	0.6	115	51	26	2021/6/20 18:00
44	7	18	0.6	102	44	25	2021/6/20 19:00
48	7	21	0.6	93	48	30	2021/6/20 21:00
53	7	24	0.6	86	55	35	2021/6/20 22:00
55	7	22	0.6	80	59	38	2021/6/20 23:00
52	7	22	0.5	72	54	36	2021/6/21 0:00
52	6	18	0.6	70	54	34	2021/6/21 1:00
48	6	18	0.6	69	48	29	2021/6/21 2:00
51	8	17	0.6	76	51	32	2021/6/21 3:00
51	8	16	0.6	77	51	29	2021/6/21 4:00
49	9	18	0.7	73	49	31	2021/6/21 5:00
50	11	16	0.7	76	50	29	2021/6/21 6:00
46	11	16	0.7	82	46	27	2021/6/21 7:00
45	10	20	0.7	84	45	28	2021/6/21 8:00
44	10	23	0.7	85	44	29	2021/6/21 9:00
48	11	23	0.7	89	48	27	2021/6/21 10:00
45	10	18	0.6	106	45	25	2021/6/21 12:00
44	9	15	0.6	107	44	24	2021/6/21 13:00
35	8	13	0.6	112	35	22	2021/6/21 15:00
45	8	15	0.6	113	45	25	2021/6/21 16:00
47	8	17	0.6	121	47	29	2021/6/21 17:00
53	8	17	0.6	125	55	32	2021/6/21 18:00
53	8	20	0.6	112	56	33	2021/6/21 19:00
54	8	26	0.6	103	57	31	2021/6/21 20:00
49	7	26	0.6	99	49	28	2021/6/21 21:00
52	8	30	0.6	91	54	32	2021/6/21 22:00
53	8	29	0.7	87	55	32	2021/6/21 23:00
55	9	26	0.7	88	59	35	2021/6/22 0:00
55	10	24	0.7	86	59	37	2021/6/22 1:00
54	10	24	0.7	79	58	34	2021/6/22 2:00
51	11	21	0.7	75	52	32	2021/6/22 3:00
47	11	22	0.7	65	47	28	2021/6/22 4:00
51	10	22	0.7	61	51	31	2021/6/22 5:00
49	9	29	0.7	45	49	29	2021/6/22 6:00
50	9	31	0.7	39	50	30	2021/6/22 7:00
51	10	31	0.7	45	52	29	2021/6/22 8:00
52	10	27	0.7	69	53	30	2021/6/22 9:00
52	9	21	0.6	101	53	27	2021/6/22 10:00
42	8	17	0.5	114	42	20	2021/6/22 12:00
41	7	16	0.5	118	41	20	2021/6/22 13:00
46	8	12	0.5	147	41	17	2021/6/22 15:00
49	8	11	0.6	155	41	18	2021/6/22 16:00
50	8	13	0.6	159	38	17	2021/6/22 17:00
55	7	14	0.6	164	39	18	2021/6/22 18:00
48	8	17	0.6	152	43	21	2021/6/22 19:00
48	7	19	0.6	114	48	25	2021/6/22 20:00
48	7	21	0.5	84	48	25	2021/6/22 21:00
49	6	27	0.5	70	49	26	2021/6/22 22:00
51	7	29	0.5	68	51	28	2021/6/22 23:00
52	7	28	0.5	60	53	30	2021/6/23 0:00
52	6	24	0.5	49	53	30	2021/6/23 1:00
51	5	21	0.5	44	51	28	2021/6/23 2:00
48	5	24	0.5	34	48	28	2021/6/23 3:00
49	5	25	0.5	29	49	28	2021/6/23 4:00
47	5	23	0.5	28	47	25	2021/6/23 5:00
46	5	22	0.5	24	46	24	2021/6/23 6:00
43	5	19	0.5	26	43	23	2021/6/23 7:00
42	5	22	0.6	26	42	24	2021/6/23 8:00
42	6	24	0.6	36	42	24	2021/6/23 9:00
49	6	22	0.6	56	49	23	2021/6/23 10:00
50	5	13	0.6	114	50	24	2021/6/23 12:00
45	6	13	0.5	129	45	23	2021/6/23 13:00
52	5	12	0.4	115	53	22	2021/6/23 16:00
44	5	14	0.5	98	44	23	2021/6/23 18:00
41	5	17	0.5	87	41	19	2021/6/23 19:00
35	5	23	0.6	73	35	21	2021/6/23 20:00
43	6	31	0.6	51	38	30	2021/6/23 21:00
43	6	33	0.6	41	41	30	2021/6/23 22:00
42	6	34	0.6	36	42	29	2021/6/23 23:00
45	6	31	0.5	34	45	28	2021/6/24 0:00
47	5	27	0.6	35	47	27	2021/6/24 1:00
44	5	24	0.6	31	44	23	2021/6/24 2:00
42	5	23	0.5	28	42	22	2021/6/24 3:00
41	5	19	0.5	29	41	26	2021/6/24 4:00
39	5	17	0.5	29	39	24	2021/6/24 5:00
39	5	15	0.5	33	39	22	2021/6/24 6:00
34	5	15	0.5	36	34	21	2021/6/24 7:00
37	5	19	0.5	41	37	19	2021/6/24 8:00
36	5	18	0.5	50	36	19	2021/6/24 9:00
35	5	18	0.5	50	35	18	2021/6/24 10:00
35	5	16	0.5	58	35	17	2021/6/24 12:00
36	5	12	0.5	73	36	18	2021/6/24 13:00
35	5	12	0.5	80	35	16	2021/6/24 16:00
34	5	12	0.5	83	34	15	2021/6/24 17:00
34	5	15	0.5	74	34	16	2021/6/24 18:00
35	5	20	0.5	62	35	13	2021/6/24 19:00
31	5	21	0.5	53	31	16	2021/6/24 20:00
36	5	27	0.6	45	36	16	2021/6/24 21:00
41	5	24	0.5	49	41	20	2021/6/24 22:00
44	5	22	0.5	47	44	20	2021/6/24 23:00
42	5	18	0.5	48	42	23	2021/6/25 0:00
37	5	20	0.5	44	37	21	2021/6/25 1:00
39	5	20	0.5	32	39	19	2021/6/25 2:00
37	5	19	0.5	32	37	20	2021/6/25 3:00
34	5	15	0.5	35	34	18	2021/6/25 4:00
32	5	15	0.5	32	32	18	2021/6/25 5:00
31	5	14	0.5	30	31	18	2021/6/25 6:00
32	5	18	0.5	28	32	19	2021/6/25 7:00
31	5	18	0.5	41	31	19	2021/6/25 8:00
24	5	16	0.5	50	24	15	2021/6/25 9:00
21	5	12	0.5	59	21	12	2021/6/25 10:00
21	5	12	0.5	66	20	9	2021/6/25 12:00
23	5	10	0.4	72	23	9	2021/6/25 13:00
25	5	10	0.4	79	17	7	2021/6/25 16:00
24	6	11	0.4	76	23	7	2021/6/25 17:00
23	5	13	0.5	71	20	7	2021/6/25 18:00
20	5	15	0.5	64	19	7	2021/6/25 19:00
20	5	16	0.5	54	20	8	2021/6/25 20:00
20	5	20	0.5	43	20	8	2021/6/25 21:00
21	5	20	0.4	37	21	8	2021/6/25 22:00
23	5	18	0.5	30	23	8	2021/6/26 0:00
28	5	15	0.5	34	28	11	2021/6/26 1:00
22	5	12	0.4	36	22	8	2021/6/26 2:00
31	6	10	0.4	38	31	7	2021/6/26 3:00
20	6	9	0.4	39	20	9	2021/6/26 4:00
20	5	9	0.4	42	20	10	2021/6/26 5:00
25	5	8	0.4	41	25	10	2021/6/26 6:00
22	5	11	0.4	40	22	11	2021/6/26 7:00
21	6	14	0.5	40	21	12	2021/6/26 8:00
27	5	13	0.5	42	27	10	2021/6/26 9:00
27	5	11	0.5	51	27	11	2021/6/26 10:00
27	5	11	0.5	57	27	9	2021/6/26 12:00
23	5	10	0.5	57	23	9	2021/6/26 13:00
21	6	8	0.5	65	21	8	2021/6/26 16:00
21	7	9	0.5	64	21	6	2021/6/26 17:00
22	7	11	0.5	58	22	8	2021/6/26 18:00
23	8	12	0.4	54	23	10	2021/6/26 19:00
24	7	14	0.4	49	24	8	2021/6/26 20:00
24	7	15	0.4	43	24	11	2021/6/26 21:00
27	6	15	0.4	40	27	10	2021/6/26 22:00
28	5	10	0.4	44	28	12	2021/6/27 0:00
25	5	9	0.4	47	25	11	2021/6/27 1:00
21	5	8	0.4	49	21	11	2021/6/27 2:00
21	5	7	0.4	50	21	10	2021/6/27 3:00
18	5	6	0.4	50	18	10	2021/6/27 4:00
18	5	6	0.4	48	18	10	2021/6/27 5:00
20	5	7	0.4	44	20	10	2021/6/27 6:00
19	5	9	0.4	39	19	9	2021/6/27 7:00
19	5	12	0.4	35	19	11	2021/6/27 8:00
23	5	14	0.5	33	23	12	2021/6/27 9:00
27	6	15	0.5	35	27	11	2021/6/27 10:00
30	13	12	0.5	44	30	12	2021/6/27 12:00
31	7	10	0.5	56	31	12	2021/6/27 13:00
30	7	10	0.4	65	30	12	2021/6/27 15:00
32	6	11	0.4	68	32	11	2021/6/27 16:00
36	7	11	0.5	72	36	12	2021/6/27 17:00
35	9	14	0.5	66	35	11	2021/6/27 18:00
34	10	17	0.5	58	34	13	2021/6/27 19:00
33	18	19	0.5	48	33	14	2021/6/27 20:00
36	19	20	0.5	36	36	14	2021/6/27 21:00
34	18	22	0.4	29	34	14	2021/6/27 22:00
36	15	19	0.4	30	36	14	2021/6/28 0:00
31	14	18	0.5	29	31	11	2021/6/28 1:00
30	9	13	0.4	37	30	13	2021/6/28 3:00
31	7	12	0.4	38	31	12	2021/6/28 4:00
26	6	7	0.5	52	26	14	2021/6/28 5:00
19	5	5	0.5	58	14	5	2021/6/28 6:00
17	4	9	0.5	52	9	3	2021/6/28 7:00
14	4	16	0.6	42	11	4	2021/6/28 8:00
15	4	20	0.7	41	15	7	2021/6/28 9:00
17	4	22	0.7	52	17	9	2021/6/28 10:00
21	6	17	0.7	65	20	10	2021/6/28 12:00
24	5	27	0.7	76	21	12	2021/6/28 13:00
26	4	16	0.6	82	18	11	2021/6/28 16:00
25	5	20	0.6	77	24	12	2021/6/28 17:00
24	5	27	0.7	64	24	13	2021/6/28 18:00
29	5	24	0.7	66	29	16	2021/6/28 19:00
26	5	25	0.7	54	26	16	2021/6/28 20:00
29	5	26	0.6	40	29	18	2021/6/28 21:00
27	4	27	0.7	32	27	17	2021/6/28 22:00
22	4	16	0.5	61	22	14	2021/6/29 0:00
20	5	13	0.5	61	17	10	2021/6/29 1:00
18	5	11	0.5	55	13	7	2021/6/29 3:00
17	5	10	0.5	53	11	6	2021/6/29 4:00
17	4	10	0.5	53	10	5	2021/6/29 5:00
14	5	11	0.5	44	12	5	2021/6/29 6:00
12	5	14	0.5	38	11	4	2021/6/29 7:00
14	5	22	0.6	31	14	5	2021/6/29 8:00
15	5	25	0.6	27	15	7	2021/6/29 9:00
16	5	24	0.6	37	16	8	2021/6/29 10:00
25	6	24	0.7	41	25	13	2021/6/29 12:00
24	5	22	0.6	59	24	13	2021/6/29 13:00
18	5	17	0.6	57	17	10	2021/6/29 16:00
17	5	19	0.6	52	15	10	2021/6/29 17:00
16	5	22	0.6	41	16	8	2021/6/29 18:00
16	5	23	0.6	37	16	8	2021/6/29 19:00
17	6	28	0.6	27	17	9	2021/6/29 20:00
20	5	31	0.6	22	20	9	2021/6/29 21:00
22	5	24	0.6	32	22	10	2021/6/29 22:00
14	5	22	0.6	27	14	7	2021/6/30 0:00
12	5	15	0.5	36	12	6	2021/6/30 1:00
10	4	15	0.5	31	10	5	2021/6/30 4:00
10	5	15	0.5	28	10	6	2021/6/30 5:00
11	5	17	0.6	23	11	5	2021/6/30 6:00
11	5	19	0.6	21	11	6	2021/6/30 7:00
12	5	22	0.6	20	12	8	2021/6/30 8:00
13	6	23	0.7	22	13	9	2021/6/30 9:00
13	6	25	0.7	22	11	6	2021/6/30 10:00
16	5	26	0.7	31	16	7	2021/6/30 12:00
19	6	24	0.6	37	19	8	2021/6/30 13:00
17	6	23	0.6	46	17	9	2021/6/30 15:00
15	6	22	0.6	44	15	8	2021/6/30 16:00
14	6	27	0.6	37	13	5	2021/6/30 17:00
17	6	33	0.7	33	16	5	2021/6/30 18:00
20	6	35	0.8	25	20	12	2021/6/30 19:00
24	6	38	0.8	20	24	12	2021/6/30 20:00
27	6	37	0.8	16	27	14	2021/6/30 21:00
28	7	35	0.8	17	28	16	2021/6/30 22:00
15	5	20	0.6	36	15	10	2021/7/1 0:00
12	5	20	0.6	35	11	8	2021/7/1 1:00
12	5	17	0.5	32	12	6	2021/7/1 3:00
15	5	16	0.5	28	15	8	2021/7/1 4:00
15	5	14	0.5	28	15	6	2021/7/1 5:00
14	5	15	0.5	26	14	7	2021/7/1 6:00
14	5	17	0.5	20	14	6	2021/7/1 7:00
16	5	21	0.6	19	16	6	2021/7/1 8:00
19	6	22	0.7	25	19	10	2021/7/1 9:00
24	6	18	0.6	43	24	12	2021/7/1 10:00
23	6	12	0.5	73	21	10	2021/7/1 12:00
26	5	11	0.6	82	25	12	2021/7/1 13:00
33	6	15	0.6	103	27	12	2021/7/1 16:00
30	5	18	0.6	94	30	14	2021/7/1 17:00
25	5	19	0.5	77	22	13	2021/7/1 18:00
21	5	21	0.6	67	16	10	2021/7/1 19:00
18	5	22	0.6	57	15	6	2021/7/1 20:00
17	5	30	0.6	43	17	9	2021/7/1 21:00
18	4	32	0.6	35	15	12	2021/7/1 22:00
16	5	27	0.6	33	15	11	2021/7/1 23:00
18	5	15	0.6	55	17	9	2021/7/2 0:00
17	5	14	0.5	54	16	7	2021/7/2 1:00
22	5	13	0.5	45	22	12	2021/7/2 4:00
23	5	9	0.6	50	23	12	2021/7/2 5:00
23	5	9	0.6	50	23	14	2021/7/2 6:00
20	5	13	0.6	45	20	14	2021/7/2 7:00
20	5	18	0.7	40	20	12	2021/7/2 8:00
23	5	19	0.7	39	23	13	2021/7/2 9:00
27	5	20	0.8	44	27	13	2021/7/2 10:00
30	5	23	0.7	48	30	19	2021/7/2 11:00
32	5	23	0.7	56	32	19	2021/7/2 12:00
29	6	20	0.7	55	29	17	2021/7/2 13:00
