aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
34	6	13	0.5	51	34	20	2021/5/18 13:00
27	6	10	0.5	59	27	15	2021/5/18 14:00
20	6	11	0.5	61	18	8	2021/5/18 15:00
18	6	13	0.5	55	15	6	2021/5/18 16:00
20	6	14	0.5	50	20	6	2021/5/18 17:00
22	6	17	0.5	45	22	6	2021/5/18 18:00
24	5	17	0.5	42	24	9	2021/5/18 19:00
31	5	18	0.5	39	31	14	2021/5/18 20:00
38	5	19	0.5	33	38	22	2021/5/18 21:00
40	5	18	0.5	31	40	24	2021/5/18 22:00
41	5	19	0.5	27	41	25	2021/5/18 23:00
38	5	16	0.5	31	38	24	2021/5/19 0:00
30	5	14	0.5	34	30	20	2021/5/19 1:00
21	6	14	0.5	30	21	14	2021/5/19 2:00
20	6	14	0.6	26	20	12	2021/5/19 3:00
21	6	14	0.6	23	21	13	2021/5/19 4:00
18	6	15	0.5	21	18	10	2021/5/19 5:00
18	6	16	0.5	17	18	10	2021/5/19 6:00
15	6	16	0.5	17	15	8	2021/5/19 7:00
15	6	18	0.6	14	15	8	2021/5/19 8:00
15	6	20	0.7	11	15	8	2021/5/19 9:00
22	7	18	0.8	12	22	13	2021/5/19 10:00
40	7	15	0.7	17	40	24	2021/5/19 11:00
43	8	16	0.7	27	43	25	2021/5/19 12:00
40	8	17	0.7	37	40	22	2021/5/19 13:00
44	8	13	0.6	53	44	26	2021/5/19 14:00
38	7	12	0.5	68	38	25	2021/5/19 15:00
41	7	13	0.6	72	41	25	2021/5/19 16:00
36	7	15	0.6	70	36	22	2021/5/19 17:00
34	7	17	0.6	71	34	18	2021/5/19 18:00
35	7	17	0.6	67	35	19	2021/5/19 19:00
34	7	20	0.6	61	34	18	2021/5/19 20:00
35	7	23	0.6	54	35	20	2021/5/19 21:00
39	7	26	0.6	43	39	23	2021/5/19 22:00
39	6	30	0.7	32	39	24	2021/5/19 23:00
44	7	29	0.8	32	44	30	2021/5/20 0:00
43	6	27	0.7	29	43	30	2021/5/20 1:00
42	6	28	0.7	22	42	29	2021/5/20 2:00
44	5	23	0.7	24	44	30	2021/5/20 3:00
43	5	19	0.7	27	41	30	2021/5/20 4:00
46	6	17	0.7	29	45	32	2021/5/20 5:00
45	6	16	0.7	28	44	31	2021/5/20 6:00
46	6	17	0.7	25	46	31	2021/5/20 7:00
48	6	20	0.7	21	46	33	2021/5/20 8:00
50	6	24	0.8	19	49	35	2021/5/20 9:00
51	6	25	0.7	27	51	34	2021/5/20 10:00
48	6	18	0.6	43	48	31	2021/5/20 11:00
41	6	16	0.5	54	41	24	2021/5/20 12:00
33	6	15	0.5	57	33	22	2021/5/20 13:00
33	6	15	0.5	60	33	18	2021/5/20 14:00
35	6	15	0.5	65	35	24	2021/5/20 15:00
38	6	15	0.5	61	38	22	2021/5/20 16:00
40	6	16	0.5	63	40	24	2021/5/20 17:00
41	6	17	0.5	59	41	23	2021/5/20 18:00
40	6	19	0.5	48	40	23	2021/5/20 19:00
44	5	22	0.5	42	44	23	2021/5/20 20:00
41	6	21	0.6	40	41	24	2021/5/20 21:00
42	5	21	0.5	36	42	23	2021/5/20 22:00
40	5	20	0.5	37	40	22	2021/5/20 23:00
38	6	17	0.5	37	38	24	2021/5/21 0:00
36	6	17	0.5	34	36	20	2021/5/21 1:00
37	6	17	0.5	32	37	21	2021/5/21 2:00
35	6	18	0.5	31	35	21	2021/5/21 3:00
36	6	19	0.5	29	36	21	2021/5/21 4:00
38	6	18	0.5	27	38	18	2021/5/21 5:00
36	6	17	0.5	29	36	19	2021/5/21 6:00
37	7	18	0.5	32	37	18	2021/5/21 7:00
40	6	21	0.5	34	40	18	2021/5/21 8:00
42	6	22	0.5	34	42	19	2021/5/21 9:00
40	6	23	0.6	34	40	19	2021/5/21 10:00
38	7	25	0.6	31	38	15	2021/5/21 11:00
42	7	24	0.6	31	42	18	2021/5/21 12:00
40	6	21	0.6	33	40	15	2021/5/21 13:00
40	6	21	0.6	35	40	16	2021/5/21 14:00
45	6	22	0.6	39	45	19	2021/5/21 15:00
50	7	24	0.6	42	50	21	2021/5/21 16:00
52	7	25	0.6	45	54	21	2021/5/21 17:00
52	6	28	0.7	38	54	22	2021/5/21 18:00
52	6	27	0.6	30	54	26	2021/5/21 19:00
52	6	29	0.7	20	54	28	2021/5/21 20:00
52	6	28	0.7	16	53	29	2021/5/21 21:00
50	6	27	0.7	16	50	29	2021/5/21 22:00
46	6	24	0.7	14	46	30	2021/5/21 23:00
49	6	20	0.6	15	47	34	2021/5/22 0:00
48	6	17	0.6	16	48	32	2021/5/22 1:00
33	6	14	0.5	18	33	21	2021/5/22 2:00
22	6	12	0.5	18	22	15	2021/5/22 3:00
19	6	12	0.5	17	19	11	2021/5/22 4:00
17	5	11	0.5	16	17	9	2021/5/22 5:00
13	5	10	0.5	18	13	7	2021/5/22 6:00
11	5	11	0.5	17	11	6	2021/5/22 7:00
12	6	14	0.6	14	12	5	2021/5/22 8:00
17	6	15	0.6	14	17	6	2021/5/22 9:00
17	6	15	0.6	16	17	9	2021/5/22 10:00
19	6	16	0.5	18	19	8	2021/5/22 11:00
24	6	16	0.5	20	24	10	2021/5/22 12:00
26	6	16	0.6	22	26	11	2021/5/22 13:00
26	6	14	0.5	26	26	12	2021/5/22 14:00
24	5	12	0.5	34	24	13	2021/5/22 15:00
25	5	13	0.5	37	25	10	2021/5/22 16:00
28	5	14	0.5	35	28	13	2021/5/22 17:00
29	5	15	0.5	30	29	13	2021/5/22 18:00
29	5	15	0.5	28	29	12	2021/5/22 19:00
29	5	15	0.5	25	29	12	2021/5/22 20:00
35	5	15	0.5	24	35	18	2021/5/22 21:00
40	5	16	0.6	19	40	22	2021/5/22 22:00
37	5	15	0.5	17	37	21	2021/5/22 23:00
29	5	12	0.5	18	29	14	2021/5/23 0:00
20	5	11	0.5	18	20	11	2021/5/23 1:00
15	5	13	0.5	16	15	7	2021/5/23 2:00
16	5	13	0.6	19	16	5	2021/5/23 3:00
11	5	11	0.6	23	11	6	2021/5/23 4:00
12	5	11	0.6	26	12	4	2021/5/23 5:00
9	5	14	0.6	24	9	3	2021/5/23 6:00
10	5	17	0.7	20	10	5	2021/5/23 7:00
12	5	23	0.8	14	11	4	2021/5/23 8:00
13	6	26	0.8	13	10	4	2021/5/23 9:00
15	6	28	0.9	15	15	6	2021/5/23 10:00
17	7	27	0.8	21	17	7	2021/5/23 11:00
20	6	20	0.8	32	20	8	2021/5/23 12:00
18	6	15	0.7	39	18	7	2021/5/23 13:00
17	6	14	0.7	43	17	7	2021/5/23 14:00
18	6	13	0.6	51	18	7	2021/5/23 15:00
20	6	14	0.6	53	20	6	2021/5/23 16:00
22	6	15	0.5	46	22	9	2021/5/23 17:00
20	6	14	0.6	50	20	8	2021/5/23 18:00
21	6	15	0.6	51	21	8	2021/5/23 19:00
23	6	15	0.5	50	23	12	2021/5/23 20:00
24	6	15	0.5	50	24	13	2021/5/23 21:00
22	6	13	0.5	55	22	11	2021/5/23 22:00
20	7	13	0.5	57	20	11	2021/5/23 23:00
20	7	13	0.5	57	20	9	2021/5/24 0:00
21	6	12	0.5	57	21	10	2021/5/24 1:00
18	6	10	0.5	54	18	9	2021/5/24 2:00
19	7	10	0.6	54	19	8	2021/5/24 3:00
20	7	9	0.5	55	20	11	2021/5/24 4:00
21	7	8	0.6	54	21	10	2021/5/24 5:00
18	7	10	0.6	53	18	12	2021/5/24 6:00
21	6	8	0.5	63	21	12	2021/5/24 7:00
20	6	12	0.4	63	20	10	2021/5/24 8:00
20	5	16	0.5	58	20	10	2021/5/24 9:00
19	5	22	0.5	51	19	10	2021/5/24 10:00
22	6	25	0.6	48	22	12	2021/5/24 11:00
22	6	21	0.5	54	22	14	2021/5/24 12:00
23	5	18	0.4	63	23	13	2021/5/24 13:00
21	6	17	0.4	67	16	9	2021/5/24 14:00
22	5	15	0.5	69	16	7	2021/5/24 15:00
22	5	16	0.5	69	18	7	2021/5/24 16:00
20	6	20	0.5	62	20	9	2021/5/24 17:00
25	6	24	0.6	53	25	12	2021/5/24 18:00
32	6	26	0.6	47	32	18	2021/5/24 19:00
35	6	28	0.6	40	35	20	2021/5/24 20:00
36	5	23	0.6	42	36	20	2021/5/24 21:00
29	5	17	0.5	45	29	14	2021/5/24 22:00
25	5	13	0.5	52	25	11	2021/5/24 23:00
22	5	13	0.5	51	22	12	2021/5/25 0:00
22	5	12	0.5	46	22	11	2021/5/25 1:00
21	5	13	0.5	43	21	9	2021/5/25 2:00
23	5	12	0.5	40	23	11	2021/5/25 3:00
18	5	13	0.5	36	18	11	2021/5/25 4:00
21	5	15	0.5	28	21	11	2021/5/25 5:00
25	5	21	0.5	23	25	12	2021/5/25 6:00
26	5	22	0.5	20	26	13	2021/5/25 7:00
29	6	23	0.6	17	29	13	2021/5/25 8:00
32	6	28	0.6	19	32	15	2021/5/25 9:00
42	7	29	0.8	26	42	16	2021/5/25 10:00
48	7	22	0.6	45	48	22	2021/5/25 11:00
32	6	16	0.5	56	32	15	2021/5/25 12:00
25	6	14	0.5	66	25	13	2021/5/25 13:00
26	6	11	0.5	81	26	10	2021/5/25 14:00
28	6	12	0.5	87	23	12	2021/5/25 15:00
26	6	14	0.6	82	22	8	2021/5/25 16:00
22	6	17	0.6	70	21	7	2021/5/25 17:00
23	5	17	0.6	65	23	9	2021/5/25 18:00
24	6	17	0.5	65	24	9	2021/5/25 19:00
25	5	20	0.6	60	25	10	2021/5/25 20:00
28	5	18	0.6	55	28	12	2021/5/25 21:00
24	6	16	0.5	53	24	12	2021/5/25 22:00
25	5	13	0.5	54	25	11	2021/5/25 23:00
23	5	10	0.5	56	23	11	2021/5/26 0:00
21	5	10	0.5	55	21	10	2021/5/26 1:00
18	6	8	0.5	55	17	9	2021/5/26 2:00
19	6	8	0.5	55	19	9	2021/5/26 3:00
17	7	9	0.5	53	17	9	2021/5/26 4:00
18	6	8	0.5	52	18	8	2021/5/26 5:00
17	6	8	0.5	51	17	8	2021/5/26 6:00
19	6	12	0.5	45	19	10	2021/5/26 7:00
20	6	19	0.5	36	20	8	2021/5/26 8:00
22	7	19	0.5	35	22	9	2021/5/26 9:00
24	7	20	0.6	29	24	10	2021/5/26 10:00
28	6	19	0.6	32	28	11	2021/5/26 11:00
24	6	17	0.6	42	24	9	2021/5/26 12:00
25	6	14	0.5	56	25	10	2021/5/26 13:00
28	6	13	0.5	63	28	12	2021/5/26 14:00
26	6	15	0.6	66	26	12	2021/5/26 15:00
30	6	15	0.6	70	30	13	2021/5/26 16:00
28	6	17	0.6	67	28	15	2021/5/26 17:00
31	7	19	0.6	64	31	19	2021/5/26 18:00
34	7	20	0.6	64	34	22	2021/5/26 19:00
34	8	20	0.6	62	34	20	2021/5/26 20:00
31	9	21	0.6	57	31	19	2021/5/26 21:00
32	9	20	0.6	59	32	18	2021/5/26 22:00
28	9	19	0.6	58	28	14	2021/5/26 23:00
27	9	18	0.6	56	27	13	2021/5/27 0:00
28	9	20	0.6	47	28	15	2021/5/27 1:00
29	9	21	0.6	40	29	17	2021/5/27 2:00
32	9	21	0.6	38	32	16	2021/5/27 3:00
33	8	19	0.7	33	33	18	2021/5/27 4:00
31	8	18	0.7	29	31	18	2021/5/27 5:00
32	7	20	0.8	25	32	17	2021/5/27 6:00
32	8	23	0.8	19	32	19	2021/5/27 7:00
32	8	24	0.8	21	32	18	2021/5/27 8:00
30	11	24	0.9	37	30	19	2021/5/27 9:00
33	10	21	0.8	56	33	18	2021/5/27 10:00
27	12	20	0.7	67	27	12	2021/5/27 11:00
25	12	19	0.7	76	25	10	2021/5/27 12:00
29	9	15	0.6	92	28	9	2021/5/27 13:00
34	8	15	0.5	106	29	14	2021/5/27 14:00
38	7	15	0.5	121	26	9	2021/5/27 15:00
43	7	15	0.5	135	31	12	2021/5/27 16:00
45	8	14	0.5	141	32	10	2021/5/27 17:00
45	8	15	0.5	143	35	11	2021/5/27 18:00
44	7	16	0.5	138	33	11	2021/5/27 19:00
33	7	25	0.6	102	33	15	2021/5/27 20:00
39	6	21	0.6	68	39	16	2021/5/27 21:00
34	6	27	0.6	48	34	15	2021/5/27 22:00
36	6	25	0.6	44	36	19	2021/5/27 23:00
37	6	23	0.6	42	37	19	2021/5/28 0:00
39	6	23	0.6	37	39	23	2021/5/28 1:00
42	6	23	0.6	34	42	22	2021/5/28 2:00
41	6	21	0.6	34	41	22	2021/5/28 3:00
38	6	19	0.6	35	38	21	2021/5/28 4:00
36	6	18	0.6	30	36	24	2021/5/28 5:00
34	6	17	0.6	28	34	23	2021/5/28 6:00
33	6	19	0.6	24	33	23	2021/5/28 7:00
37	6	25	0.7	15	37	22	2021/5/28 8:00
40	6	29	0.8	14	40	26	2021/5/28 9:00
39	5	23	0.8	24	37	27	2021/5/28 10:00
33	5	24	0.7	35	33	22	2021/5/28 11:00
30	5	20	0.7	55	30	16	2021/5/28 12:00
33	6	21	0.7	58	33	17	2021/5/28 13:00
34	6	22	0.7	50	34	21	2021/5/28 14:00
43	6	18	0.6	63	43	23	2021/5/28 15:00
49	6	14	0.6	76	49	26	2021/5/28 16:00
46	5	14	0.5	80	46	24	2021/5/28 17:00
42	5	14	0.5	79	42	18	2021/5/28 18:00
37	5	13	0.5	78	37	15	2021/5/28 19:00
38	5	15	0.5	72	38	16	2021/5/28 20:00
38	5	15	0.5	68	38	17	2021/5/28 21:00
36	5	17	0.5	64	36	17	2021/5/28 22:00
36	6	16	0.5	60	36	17	2021/5/28 23:00
36	6	15	0.5	57	36	17	2021/5/29 0:00
37	6	15	0.5	53	37	16	2021/5/29 1:00
35	6	15	0.5	50	35	17	2021/5/29 2:00
36	5	14	0.5	44	36	17	2021/5/29 3:00
28	5	15	0.5	37	28	16	2021/5/29 4:00
27	5	15	0.5	33	27	17	2021/5/29 5:00
26	5	15	0.5	31	26	18	2021/5/29 6:00
27	6	17	0.7	26	27	16	2021/5/29 7:00
34	6	22	0.9	22	34	21	2021/5/29 8:00
43	6	23	0.8	24	43	30	2021/5/29 9:00
42	6	26	0.8	24	42	25	2021/5/29 10:00
38	6	26	0.8	31	38	24	2021/5/29 11:00
46	7	20	0.6	46	46	26	2021/5/29 12:00
40	7	15	0.6	70	40	25	2021/5/29 13:00
36	6	12	0.5	75	36	21	2021/5/29 14:00
35	6	14	0.5	71	35	17	2021/5/29 15:00
36	6	15	0.5	65	36	19	2021/5/29 16:00
38	5	14	0.5	64	38	21	2021/5/29 17:00
43	5	15	0.5	59	43	22	2021/5/29 18:00
44	5	17	0.6	55	44	23	2021/5/29 19:00
44	5	17	0.6	55	44	25	2021/5/29 20:00
45	5	19	0.6	50	45	26	2021/5/29 21:00
44	5	21	0.6	43	44	26	2021/5/29 22:00
45	5	24	0.6	34	45	25	2021/5/29 23:00
40	5	25	0.6	33	40	27	2021/5/30 0:00
39	5	21	0.6	43	38	27	2021/5/30 1:00
38	5	25	0.6	34	36	26	2021/5/30 2:00
39	5	24	0.6	32	35	27	2021/5/30 3:00
38	5	27	0.6	29	36	26	2021/5/30 4:00
39	5	25	0.6	30	35	27	2021/5/30 5:00
38	5	21	0.6	41	35	26	2021/5/30 6:00
35	5	19	0.6	48	35	24	2021/5/30 7:00
37	6	24	0.6	41	37	25	2021/5/30 8:00
40	7	26	0.7	43	38	28	2021/5/30 9:00
45	8	27	0.7	54	45	28	2021/5/30 10:00
45	8	25	0.7	68	44	31	2021/5/30 11:00
46	8	21	0.7	89	46	31	2021/5/30 12:00
46	9	13	0.6	109	46	28	2021/5/30 13:00
44	8	10	0.5	114	44	23	2021/5/30 14:00
40	8	9	0.4	124	40	24	2021/5/30 15:00
41	7	10	0.4	130	39	19	2021/5/30 16:00
41	7	9	0.4	130	36	15	2021/5/30 17:00
40	6	11	0.4	125	34	14	2021/5/30 18:00
36	6	14	0.4	113	33	13	2021/5/30 19:00
34	6	29	0.6	76	34	13	2021/5/30 20:00
45	8	44	0.8	44	45	20	2021/5/30 21:00
57	7	45	0.8	33	63	27	2021/5/30 22:00
56	8	52	0.8	17	61	23	2021/5/30 23:00
64	7	52	0.8	11	78	32	2021/5/31 0:00
62	7	50	0.8	9	74	31	2021/5/31 1:00
65	7	49	0.7	7	80	31	2021/5/31 2:00
61	7	47	0.7	6	71	29	2021/5/31 3:00
60	7	46	0.7	5	70	30	2021/5/31 4:00
63	6	44	0.7	5	75	31	2021/5/31 5:00
60	7	41	0.7	12	69	31	2021/5/31 6:00
59	7	29	0.7	43	68	30	2021/5/31 7:00
46	6	28	0.7	44	46	24	2021/5/31 8:00
35	6	35	0.8	36	35	22	2021/5/31 9:00
34	6	33	0.8	42	34	21	2021/5/31 10:00
36	6	26	0.7	60	36	24	2021/5/31 11:00
34	7	19	0.6	80	34	23	2021/5/31 12:00
32	6	17	0.6	93	32	21	2021/5/31 13:00
35	6	16	0.5	104	35	19	2021/5/31 14:00
36	6	18	0.5	99	36	19	2021/5/31 15:00
38	6	20	0.5	89	38	22	2021/5/31 16:00
38	6	15	0.5	79	38	19	2021/5/31 17:00
34	5	16	0.5	70	34	15	2021/5/31 18:00
30	6	18	0.5	65	30	16	2021/5/31 19:00
36	5	19	0.5	60	36	18	2021/5/31 20:00
38	5	21	0.5	52	38	21	2021/5/31 21:00
39	5	23	0.5	47	39	21	2021/5/31 22:00
42	6	25	0.5	42	42	22	2021/5/31 23:00
45	6	26	0.5	37	45	23	2021/6/1 0:00
43	6	27	0.6	33	43	23	2021/6/1 1:00
50	6	30	0.6	26	50	25	2021/6/1 2:00
48	5	32	0.6	21	48	26	2021/6/1 3:00
44	5	31	0.6	17	44	24	2021/6/1 4:00
38	5	24	0.5	28	38	24	2021/6/1 5:00
33	5	19	0.5	36	33	22	2021/6/1 6:00
29	6	15	0.5	41	29	20	2021/6/1 7:00
26	5	22	0.6	33	26	18	2021/6/1 8:00
29	6	29	0.7	27	29	18	2021/6/1 9:00
31	6	30	0.7	28	31	21	2021/6/1 10:00
38	6	30	0.8	27	36	26	2021/6/1 11:00
42	6	30	0.7	28	42	25	2021/6/1 12:00
44	6	28	0.8	36	44	28	2021/6/1 13:00
44	6	29	0.7	47	44	30	2021/6/1 14:00
44	6	28	0.7	52	44	30	2021/6/1 15:00
44	6	23	0.7	60	44	28	2021/6/1 16:00
42	6	19	0.6	58	42	27	2021/6/1 17:00
36	5	18	0.6	55	36	22	2021/6/1 18:00
35	5	20	0.6	48	35	20	2021/6/1 19:00
39	5	20	0.6	52	39	26	2021/6/1 20:00
42	6	23	0.6	44	42	28	2021/6/1 21:00
41	6	25	0.6	33	41	26	2021/6/1 22:00
41	6	28	0.6	24	41	27	2021/6/1 23:00
41	6	31	0.6	20	41	25	2021/6/2 0:00
43	6	26	0.6	19	43	24	2021/6/2 1:00
42	6	25	0.6	18	42	22	2021/6/2 2:00
40	6	23	0.5	17	40	22	2021/6/2 3:00
41	6	20	0.5	19	41	22	2021/6/2 4:00
41	6	17	0.5	20	41	24	2021/6/2 5:00
39	6	16	0.5	19	39	23	2021/6/2 6:00
38	6	16	0.5	22	38	24	2021/6/2 7:00
33	6	18	0.5	23	33	20	2021/6/2 8:00
31	6	19	0.5	25	31	17	2021/6/2 9:00
30	6	22	0.6	23	30	19	2021/6/2 10:00
29	6	24	0.6	21	29	18	2021/6/2 11:00
27	6	24	0.6	21	27	17	2021/6/2 12:00
23	6	23	0.7	24	23	14	2021/6/2 13:00
19	6	20	0.6	31	19	11	2021/6/2 14:00
18	6	23	0.6	33	18	11	2021/6/2 15:00
22	6	27	0.7	32	22	11	2021/6/2 16:00
27	6	30	0.7	30	27	13	2021/6/2 17:00
31	6	32	0.7	27	31	14	2021/6/2 18:00
32	7	32	0.7	27	32	15	2021/6/2 19:00
35	6	35	0.7	17	35	12	2021/6/2 20:00
36	6	33	0.7	13	36	15	2021/6/2 21:00
31	6	28	0.7	12	31	13	2021/6/2 22:00
28	6	27	0.7	10	28	14	2021/6/2 23:00
31	6	24	0.7	10	31	13	2021/6/3 0:00
31	6	23	0.7	11	31	15	2021/6/3 1:00
34	6	21	0.7	9	34	15	2021/6/3 2:00
28	6	20	0.7	9	28	14	2021/6/3 3:00
32	6	19	0.7	10	32	15	2021/6/3 4:00
31	6	20	0.7	10	31	14	2021/6/3 5:00
32	6	20	0.7	10	32	16	2021/6/3 6:00
35	6	19	0.7	12	35	16	2021/6/3 7:00
31	7	23	0.9	10	31	15	2021/6/3 8:00
34	6	17	0.6	21	34	16	2021/6/3 9:00
13	6	17	0.7	34	13	5	2021/6/3 10:00
16	5	19	0.6	50	12	4	2021/6/3 11:00
20	5	17	0.6	61	13	3	2021/6/3 12:00
21	5	15	0.6	67	10	3	2021/6/3 13:00
24	5	10	0.5	75	11	3	2021/6/3 14:00
24	5	10	0.4	76	15	3	2021/6/3 15:00
25	5	9	0.4	77	13	2	2021/6/3 16:00
25	5	10	0.4	79	12	2	2021/6/3 17:00
26	5	10	0.4	82	19	3	2021/6/3 18:00
27	5	11	0.4	84	19	4	2021/6/3 19:00
27	5	11	0.4	84	14	5	2021/6/3 20:00
27	5	11	0.4	84	17	7	2021/6/3 21:00
28	5	10	0.4	87	20	9	2021/6/3 22:00
29	5	9	0.4	91	22	10	2021/6/3 23:00
30	5	8	0.4	94	24	10	2021/6/4 0:00
30	6	7	0.4	94	22	11	2021/6/4 1:00
30	6	7	0.4	95	22	9	2021/6/4 2:00
29	6	7	0.4	92	22	11	2021/6/4 3:00
28	6	7	0.4	89	23	10	2021/6/4 4:00
28	6	7	0.4	87	25	13	2021/6/4 5:00
27	6	7	0.4	86	27	13	2021/6/4 6:00
28	6	11	0.4	75	28	14	2021/6/4 7:00
29	6	21	0.5	56	29	13	2021/6/4 8:00
26	7	29	0.6	46	26	14	2021/6/4 9:00
32	8	26	0.6	52	32	18	2021/6/4 10:00
31	9	20	0.6	67	31	13	2021/6/4 11:00
33	8	17	0.5	79	33	14	2021/6/4 12:00
31	8	16	0.5	89	31	15	2021/6/4 13:00
32	7	14	0.5	102	30	14	2021/6/4 14:00
36	7	12	0.4	113	29	13	2021/6/4 15:00
35	7	12	0.5	111	29	14	2021/6/4 16:00
38	7	10	0.4	121	29	14	2021/6/4 17:00
38	7	10	0.4	121	26	10	2021/6/4 18:00
37	7	13	0.4	117	25	9	2021/6/4 19:00
31	8	22	0.5	99	26	10	2021/6/4 20:00
32	7	31	0.5	77	32	15	2021/6/4 21:00
36	7	38	0.5	56	36	16	2021/6/4 22:00
37	6	47	0.6	34	37	14	2021/6/4 23:00
51	7	49	0.7	24	51	19	2021/6/5 0:00
52	7	51	0.7	14	53	22	2021/6/5 1:00
57	7	47	0.7	12	64	27	2021/6/5 2:00
57	6	45	0.6	10	63	26	2021/6/5 3:00
54	6	45	0.6	6	57	22	2021/6/5 4:00
52	6	42	0.6	5	53	21	2021/6/5 5:00
52	6	39	0.6	5	54	23	2021/6/5 6:00
52	7	33	0.6	7	54	23	2021/6/5 7:00
54	9	33	0.7	12	57	25	2021/6/5 8:00
56	11	44	0.8	20	62	26	2021/6/5 9:00
60	12	49	0.8	37	69	29	2021/6/5 10:00
59	11	38	0.7	80	67	29	2021/6/5 11:00
49	9	26	0.6	115	49	21	2021/6/5 12:00
43	8	23	0.5	135	37	15	2021/6/5 13:00
49	7	18	0.5	156	31	11	2021/6/5 14:00
64	6	15	0.4	171	26	9	2021/6/5 15:00
75	6	16	0.4	180	25	9	2021/6/5 16:00
83	6	15	0.4	186	31	8	2021/6/5 17:00
75	7	20	0.4	180	34	11	2021/6/5 18:00
45	7	41	0.6	141	37	11	2021/6/5 19:00
47	8	64	0.9	94	47	19	2021/6/5 20:00
56	9	75	0.9	68	61	28	2021/6/5 21:00
69	10	90	1	30	87	43	2021/6/5 22:00
72	9	81	0.9	28	93	40	2021/6/5 23:00
75	8	77	0.8	19	99	42	2021/6/6 0:00
74	8	71	0.8	17	98	41	2021/6/6 1:00
73	9	67	0.8	14	96	43	2021/6/6 2:00
73	8	63	0.7	11	95	43	2021/6/6 3:00
69	8	58	0.7	9	87	40	2021/6/6 4:00
66	7	54	0.7	6	81	40	2021/6/6 5:00
64	7	50	0.7	5	77	39	2021/6/6 6:00
61	8	44	0.7	7	72	39	2021/6/6 7:00
62	9	43	0.8	13	73	36	2021/6/6 8:00
66	11	54	0.8	28	81	38	2021/6/6 9:00
66	12	54	0.7	57	82	41	2021/6/6 10:00
62	12	39	0.6	96	74	34	2021/6/6 11:00
54	9	24	0.5	129	57	26	2021/6/6 12:00
45	7	15	0.4	142	44	19	2021/6/6 13:00
44	7	13	0.4	140	36	12	2021/6/6 14:00
43	6	12	0.4	136	33	10	2021/6/6 15:00
43	6	11	0.4	136	29	8	2021/6/6 16:00
41	6	11	0.4	131	30	9	2021/6/6 17:00
38	45	13	0.5	119	31	8	2021/6/6 18:00
35	36	16	0.5	111	26	7	2021/6/6 19:00
27	34	31	0.4	85	26	8	2021/6/6 20:00
35	32	49	0.5	50	35	12	2021/6/6 21:00
46	35	54	0.7	33	46	18	2021/6/6 22:00
57	31	55	0.8	23	63	22	2021/6/6 23:00
61	24	57	0.8	16	71	28	2021/6/7 0:00
62	7	55	0.7	13	74	30	2021/6/7 1:00
61	7	54	0.7	11	72	30	2021/6/7 2:00
60	7	51	0.7	9	70	31	2021/6/7 3:00
58	7	48	0.7	11	65	30	2021/6/7 4:00
56	7	46	0.6	9	62	28	2021/6/7 5:00
56	6	43	0.6	8	62	28	2021/6/7 6:00
54	7	38	0.7	10	58	28	2021/6/7 7:00
55	8	38	0.7	13	59	28	2021/6/7 8:00
58	9	45	0.8	36	65	30	2021/6/7 9:00
60	9	41	0.7	77	70	26	2021/6/7 10:00
54	9	24	0.6	117	58	23	2021/6/7 11:00
43	8	16	0.5	131	43	19	2021/6/7 12:00
42	8	13	0.4	132	38	14	2021/6/7 13:00
45	7	10	0.4	141	32	13	2021/6/7 14:00
47	6	10	0.4	148	33	11	2021/6/7 15:00
50	6	10	0.5	160	35	11	2021/6/7 16:00
54	8	12	0.5	163	39	14	2021/6/7 17:00
46	7	13	0.4	139	46	14	2021/6/7 18:00
38	6	16	0.4	118	38	11	2021/6/7 19:00
37	7	19	0.4	115	37	12	2021/6/7 20:00
45	8	20	0.4	110	45	15	2021/6/7 21:00
48	9	22	0.4	100	48	19	2021/6/7 22:00
45	9	33	0.5	74	45	19	2021/6/7 23:00
51	8	37	0.6	57	52	27	2021/6/8 0:00
51	8	40	0.6	46	52	25	2021/6/8 1:00
53	8	36	0.6	44	56	26	2021/6/8 2:00
52	8	37	0.6	35	54	26	2021/6/8 3:00
53	8	37	0.6	31	55	27	2021/6/8 4:00
53	7	36	0.5	26	56	27	2021/6/8 5:00
53	7	35	0.5	24	56	28	2021/6/8 6:00
54	8	35	0.6	23	58	27	2021/6/8 7:00
53	8	35	0.6	26	55	27	2021/6/8 8:00
55	9	38	0.7	41	60	25	2021/6/8 9:00
57	10	31	0.6	84	64	26	2021/6/8 10:00
54	10	20	0.6	125	57	22	2021/6/8 11:00
50	8	13	0.5	142	50	23	2021/6/8 12:00
47	7	10	0.4	150	42	23	2021/6/8 13:00
48	6	11	0.4	153	39	19	2021/6/8 14:00
46	7	11	0.5	147	40	20	2021/6/8 15:00
41	6	18	0.5	130	39	20	2021/6/8 16:00
None	None	None	None	None	None	None	2021/6/8 17:00
51	8	24	0.5	100	52	28	2021/6/8 18:00
49	7	35	0.7	81	49	27	2021/6/8 19:00
51	7	41	0.7	67	51	30	2021/6/8 20:00
54	7	50	0.7	49	58	34	2021/6/8 21:00
60	6	54	0.8	35	69	40	2021/6/8 22:00
66	7	62	0.8	19	81	45	2021/6/8 23:00
74	7	64	0.8	12	97	51	2021/6/9 0:00
77	7	60	0.8	9	103	49	2021/6/9 1:00
