aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
28,6,14,0.5,32,28,12,23,93,180,2,0
28,6,11,0.5,34,28,12,23,94,180,2,0
25,6,10,0.4,36,25,11,23,95,180,2,0
24,6,8,0.4,37,24,11,22,96,180,2,0
24,6,10,0.4,34,24,10,22,96,180,2,0
25,6,14,0.5,32,25,11,23,92,180,3,0
28,6,12,0.5,37,28,10,24,85,180,3,0
28,6,12,0.4,40,28,11,25,80,180,3,0
30,6,10,0.4,45,30,9,26,79,180,3,0
28,5,10,0.4,53,28,10,27,71,180,3,0
28,5,7,0.4,59,28,10,28,66,125,3,0
25,5,7,0.4,60,25,10,29,61,180,3,0
25,5,8,0.4,58,25,9,30,58,180,3,0
23,5,8,0.4,58,23,8,30,59,180,2,0
23,5,10,0.4,56,23,10,29,60,180,2,0
24,5,11,0.4,53,24,9,29,63,180,3,0
26,5,13,0.4,46,26,9,28,67,180,2,0
26,5,18,0.4,36,26,10,26,73,125,2,0
32,6,22,0.6,31,32,14,25,79,180,2,0
57,6,19,0.7,31,58,40,25,82,180,2,0
62,5,18,0.6,34,64,44,24,85,180,2,0
51,6,15,0.6,36,52,32,24,88,180,2,0
40,6,13,0.5,37,40,25,24,90,180,2,0
35,7,11,0.4,41,35,20,23,92,180,2,0
31,6,10,0.4,46,31,18,23,91,125,2,0
29,6,8,0.4,48,29,16,23,92,180,3,0
28,6,8,0.4,51,28,15,23,93,180,2,0
28,6,8,0.4,51,28,16,23,95,180,2,0
27,6,9,0.4,49,27,16,23,95,180,2,0
28,6,12,0.4,45,28,15,23,93,180,2,0
31,6,12,0.4,46,31,16,24,89,180,3,0
35,6,12,0.5,51,35,16,26,82,180,3,0
40,6,11,0.5,59,40,16,27,76,180,3,0
36,6,9,0.5,67,36,18,28,69,180,3,0
34,6,8,0.4,71,34,16,30,63,180,2,0
31,6,8,0.4,69,31,13,30,59,180,3,0
30,6,9,0.4,68,30,12,30,58,180,3,0
30,5,9,0.4,67,30,12,30,59,180,3,0
32,5,10,0.4,65,32,14,29,64,180,3,0
34,5,10,0.4,63,34,15,28,65,125,2,0
32,5,11,0.5,55,32,14,28,66,180,2,0
29,5,16,0.5,43,29,12,27,71,125,2,0
31,5,18,0.5,36,31,13,26,76,180,2,0
39,5,17,0.5,35,39,19,25,83,180,2,0
35,5,16,0.5,36,35,20,24,86,180,2,0
35,5,13,0.5,42,35,18,24,87,180,2,0
31,5,10,0.5,49,31,16,24,89,180,3,0
27,5,8,0.4,53,27,14,24,88,180,3,0
26,5,7,0.4,54,26,12,24,88,180,3,0
26,5,7,0.4,55,26,13,24,90,180,2,0
26,5,6,0.4,55,26,12,24,91,180,2,0
26,5,6,0.4,53,26,14,23,92,125,2,0
24,5,8,0.4,48,24,12,23,93,180,3,0
25,5,9,0.4,45,25,13,24,89,180,3,0
27,6,9,0.4,44,27,13,24,84,180,3,0
30,6,9,0.4,47,30,14,26,78,180,3,0
33,6,8,0.4,50,33,15,27,71,180,4,0
32,5,8,0.4,55,32,12,28,65,180,4,0
30,5,7,0.4,59,30,11,29,61,180,4,0
29,5,7,0.4,58,29,8,30,58,315,4,0
25,5,8,0.4,56,25,9,30,57,180,3,0
25,5,8,0.4,58,25,8,30,57,180,3,0
23,5,10,0.4,56,23,8,29,60,180,3,0
27,6,12,0.4,53,27,10,29,65,180,2,0
27,6,13,0.5,46,27,9,28,68,125,2,0
30,5,15,0.5,39,30,10,27,71,180,2,0
32,6,16,0.5,36,32,13,26,76,180,2,0
33,5,15,0.5,38,33,16,26,80,125,3,0
33,5,13,0.5,45,33,15,25,84,180,2,0
33,5,10,0.4,51,33,16,24,88,180,2,0
30,5,8,0.5,55,30,14,24,94,180,2,0
26,5,7,0.5,55,26,14,24,94,180,2,0
25,5,8,0.4,54,25,13,24,94,180,2,0
28,5,7,0.4,55,28,14,23,100,125,2,13.1
27,5,6,0.4,54,27,12,23,99,180,2,0
24,5,7,0.4,49,24,13,23,100,180,2,0
26,5,9,0.5,45,26,13,23,99,180,2,0
28,5,12,0.5,40,28,15,23,98,180,2,0
30,6,14,0.5,38,30,14,24,95,180,2,0
34,6,12,0.5,41,34,17,25,90,180,2,0.1
36,6,12,0.5,48,36,17,26,84,180,3,0
36,6,11,0.5,53,36,16,27,77,180,3,0
32,6,8,0.4,56,32,14,27,72,180,3,0
29,6,9,0.5,58,29,13,28,70,180,3,0
26,5,11,0.5,53,26,12,29,66,180,2,0
26,5,11,0.5,57,26,10,29,67,315,3,0
26,6,13,0.5,58,26,12,28,71,180,3,0
28,5,13,0.5,55,28,12,27,77,180,3,0
31,5,14,0.5,46,31,13,26,81,180,3,0
30,6,15,0.5,41,30,12,25,85,180,2,0
28,5,15,0.5,39,28,12,25,87,125,1,0
27,5,14,0.5,38,27,12,25,89,180,2,0
28,5,16,0.5,38,28,13,24,90,180,2,0
31,6,16,0.5,36,31,14,24,91,180,1,0
33,6,11,0.4,42,33,15,24,92,180,2,0
25,5,7,0.4,58,25,10,21,96,0,2,5.6
18,5,9,0.4,56,13,5,21,98,0,1,4
16,5,11,0.4,49,11,3,21,99,180,1,2.7
14,5,11,0.5,43,12,3,20,100,125,1,21
12,5,11,0.4,38,12,3,21,100,125,1,5.4
12,5,14,0.5,36,10,4,20,100,90,1,4.9
12,5,19,0.5,33,12,5,20,100,125,1,5
12,6,23,0.7,33,12,5,20,100,90,1,3.3
17,6,22,0.7,42,17,8,21,99,90,1,0.7
19,6,22,0.7,48,19,10,21,100,180,1,0.5
24,6,25,0.7,43,24,12,21,98,90,1,0.1
28,6,23,0.6,44,28,13,22,98,180,1,0.4
24,6,22,0.6,55,24,10,23,94,125,1,0
25,6,23,0.6,55,25,12,23,95,125,1,0.2
26,6,24,0.6,54,26,12,23,94,125,1,0.1
28,6,28,0.6,52,28,13,23,94,125,1,0.3
29,5,30,0.6,50,29,13,23,96,125,2,0
33,6,33,0.7,43,33,14,22,97,90,1,0
32,5,35,0.6,37,32,17,22,98,0,1,0
32,5,35,0.7,26,32,15,22,100,125,1,0
35,6,36,0.7,17,35,17,22,100,125,1,0
38,6,35,0.7,13,38,17,22,100,125,1,0
41,6,34,0.7,13,41,20,22,100,125,1,0
42,5,29,0.7,19,42,19,21,100,180,1,0
40,5,27,0.7,19,40,20,21,100,0,1,0
41,5,24,0.6,19,41,20,21,100,125,1,0
40,5,22,0.6,20,40,20,21,100,315,1,0
42,5,16,0.6,27,42,21,21,100,125,1,0
36,5,14,0.6,27,36,20,21,100,180,1,0
35,5,16,0.6,24,35,21,21,100,180,1,0
35,6,20,0.6,24,35,21,21,100,180,1,0
35,6,19,0.6,25,35,18,22,100,180,2,6.3
42,5,17,0.5,35,42,20,22,100,125,2,1.3
25,5,13,0.5,41,25,12,24,89,180,2,0
21,5,11,0.4,58,21,9,24,85,180,3,0.1
20,5,7,0.4,64,18,9,26,72,180,3,0
20,5,9,0.4,63,20,8,26,71,180,3,0
21,5,9,0.4,67,16,6,27,66,180,3,0
21,5,11,0.4,67,16,5,27,64,180,3,0
22,5,11,0.4,68,20,6,27,61,180,3,0
20,5,13,0.4,63,20,6,26,70,125,2,0
22,4,16,0.5,54,22,7,25,73,125,2,0
22,5,19,0.5,47,22,8,24,77,125,2,0
27,5,21,0.5,41,27,9,23,83,180,2,0
27,5,21,0.5,37,27,11,23,85,180,2,0
28,5,19,0.5,39,28,11,23,88,180,2,0
28,5,18,0.5,41,28,12,23,87,180,2,0
31,5,15,0.5,48,31,13,23,87,180,2,0
29,5,12,0.5,52,29,13,23,88,180,2,0
28,5,10,0.5,55,28,14,22,92,180,3,0
26,5,8,0.5,58,26,12,22,91,180,2,0
26,5,7,0.5,61,26,12,22,91,180,2,0
26,5,7,0.4,61,26,14,22,93,180,2,0
24,5,9,0.4,58,24,13,22,91,180,3,0
23,5,14,0.5,54,23,12,22,91,180,3,0
26,5,14,0.5,55,26,15,23,91,180,2,0
29,5,12,0.5,60,29,14,24,84,180,3,0
30,5,11,0.4,65,30,16,25,78,180,3,0
30,5,11,0.4,67,30,13,26,68,180,3,0
30,5,10,0.5,66,30,12,28,59,180,3,0
28,5,13,0.5,60,28,16,28,56,180,3,0
25,5,15,0.5,66,25,10,28,57,180,3,0
30,6,16,0.5,70,30,9,28,57,125,2,0
33,6,14,0.5,68,33,11,27,63,45,2,0
34,6,15,0.5,64,34,16,23,74,225,3,0
48,5,15,0.6,56,48,16,20,94,0,2,12
32,5,16,0.6,49,32,18,20,94,225,1,1.8
26,5,16,0.6,43,26,14,19,94,225,1,0
23,5,16,0.6,40,23,12,19,94,0,1,0
22,5,14,0.5,39,22,13,19,93,0,2,0
19,5,12,0.5,41,19,10,19,91,45,2,0
17,6,11,0.5,40,17,11,19,95,90,1,0.5
22,6,11,0.5,39,22,10,19,95,0,1,0.3
22,6,11,0.5,38,22,10,18,97,225,1,0.1
25,6,9,0.5,48,25,13,18,97,0,2,1.4
18,6,9,0.4,49,18,11,18,97,225,1,0
18,6,10,0.5,45,18,8,18,96,45,2,0
20,6,12,0.5,38,20,8,18,95,0,1,0
26,6,13,0.5,37,26,12,18,93,0,2,0
26,6,16,0.5,35,26,12,18,96,270,1,0.6
24,6,20,0.5,32,24,12,18,99,225,1,0.8
24,5,20,0.5,33,24,13,19,92,45,2,0
24,6,17,0.5,36,24,14,19,89,45,2,0
23,6,14,0.5,45,23,15,20,87,45,1,0
22,6,16,0.6,51,22,12,20,92,125,2,0
24,5,19,0.6,53,24,13,21,91,90,1,0
25,6,19,0.5,59,25,14,23,82,125,1,0
29,6,22,0.5,65,29,12,25,77,125,1,0
30,6,23,0.5,61,30,12,24,79,125,1,0
29,6,27,0.5,51,29,13,23,84,125,2,0
31,6,32,0.6,32,31,13,22,87,125,1,0
35,6,35,0.6,20,35,13,22,89,125,1,0
36,5,34,0.6,16,36,14,22,92,125,1,0
36,6,31,0.6,13,36,13,21,94,315,1,0
38,6,30,0.6,9,38,13,21,95,315,2,0
41,6,25,0.6,10,41,14,21,94,125,2,0
36,6,23,0.6,11,36,13,21,94,180,2,0
34,6,21,0.5,15,34,13,21,96,180,2,0
30,6,16,0.4,25,30,12,21,95,180,2,0
26,6,11,0.3,34,26,9,21,95,125,2,0
21,6,9,0.4,41,21,8,21,96,180,2,0
21,6,12,0.4,42,21,10,21,95,180,2,0
22,6,13,0.4,42,22,10,21,87,180,3,0
23,6,11,0.4,46,23,10,22,81,180,3,0
23,7,8,0.3,50,23,10,24,69,180,4,0
24,6,8,0.3,51,24,7,25,60,180,4,0
23,6,8,0.3,52,23,6,26,59,180,4,0
20,6,6,0.3,55,20,4,27,54,180,3,0
18,5,7,0.3,56,17,5,27,54,180,3,0
18,5,9,0.3,57,16,5,28,52,180,3,0
22,5,10,0.3,53,22,4,27,55,180,3,0
19,6,11,0.3,50,19,5,27,51,180,3,0
21,6,10,0.3,48,21,4,27,55,180,3,0
23,5,12,0.3,40,23,6,25,61,125,2,0
21,6,20,0.4,35,21,5,24,66,180,2,0
26,7,25,0.4,27,26,8,23,70,180,2,0
30,8,28,0.5,21,30,9,23,75,180,1,0
31,8,27,0.5,21,31,11,22,79,180,2,0
32,7,20,0.4,31,32,11,22,84,180,2,0
31,6,17,0.4,38,31,12,21,88,125,2,0
27,6,15,0.4,40,27,10,21,90,180,2,0
25,6,12,0.4,45,25,10,21,92,125,2,0
23,7,9,0.4,48,23,10,21,94,180,2,0
21,7,7,0.4,52,21,10,21,92,180,2,0
22,6,7,0.4,52,22,10,21,91,180,2,0
20,6,8,0.3,49,20,9,20,92,180,3,0
19,6,11,0.4,47,19,8,21,89,180,2,0
21,6,10,0.4,49,21,8,22,85,180,2,0
22,6,10,0.3,52,22,7,23,79,180,3,0
26,6,8,0.3,58,26,8,24,74,180,3,0
23,7,7,0.3,63,23,8,25,66,315,3,0
23,6,6,0.3,64,23,7,26,60,180,3,0
20,5,6,0.3,64,20,7,27,57,180,3,0
20,5,7,0.3,64,18,5,28,55,180,3,0
20,5,8,0.3,63,18,6,27,58,180,3,0
21,5,8,0.4,56,21,4,27,58,180,3,0
19,5,9,0.4,56,19,6,27,59,125,3,0
21,5,11,0.5,53,21,6,25,64,125,3,0
20,5,14,0.5,46,20,7,24,70,180,2,0
23,6,15,0.5,44,23,7,23,76,125,2,0
23,6,18,0.6,39,23,8,22,81,180,2,0
25,6,17,0.6,41,25,9,22,83,180,2,0
26,6,16,0.6,44,26,11,21,88,180,2,0
26,6,14,0.4,48,26,11,21,86,180,3,0
26,5,11,0.4,53,26,11,21,88,180,2,0
24,6,9,0.4,56,24,10,21,91,180,2,0
25,6,8,0.4,57,25,10,21,91,180,2,0
21,6,7,0.4,58,21,9,21,91,180,2,0
21,6,8,0.4,55,21,10,21,91,125,2,0
21,6,9,0.4,54,21,9,21,93,180,2,0
20,6,12,0.4,50,20,9,21,91,180,3,0
23,5,14,0.4,47,23,9,21,89,180,3,0
26,6,13,0.4,50,26,9,24,75,180,3,0
28,6,10,0.4,58,28,12,24,73,180,3,0
29,5,10,0.4,60,29,12,25,66,180,3,0
25,5,8,0.3,61,25,8,26,62,180,4,0
21,4,7,0.3,65,21,6,27,61,180,3,0
21,5,9,0.3,65,19,6,27,56,180,4,0
22,5,10,0.4,66,22,8,28,54,180,3,0
23,4,10,0.4,66,23,7,28,52,180,3,0
23,5,14,0.4,62,23,8,27,56,125,3,0
24,5,15,0.4,57,24,7,26,60,125,2,0
24,5,21,0.4,48,24,9,25,65,125,2,0
27,5,24,0.5,40,27,9,24,70,180,2,0
31,5,23,0.4,38,31,14,23,76,180,2,0
31,5,22,0.4,40,31,12,23,81,180,2,0
29,5,18,0.4,46,29,11,22,85,180,2,0
28,6,14,0.4,50,28,11,22,87,125,2,0
23,6,12,0.4,48,23,9,22,89,180,2,0
21,6,9,0.4,47,21,8,22,90,180,3,0
20,6,8,0.4,50,20,9,22,89,180,2,0
18,6,7,0.3,52,18,8,22,91,180,2,0
17,6,7,0.4,49,17,7,21,93,180,2,0
19,6,11,0.4,45,19,8,21,92,180,2,0
21,6,16,0.4,41,21,8,22,91,180,2,0
23,7,13,0.4,48,23,8,23,86,180,2,0
24,7,11,0.4,58,24,10,25,73,180,3,0
25,6,10,0.4,66,25,10,26,69,180,3,0
27,6,9,0.4,70,27,9,27,65,180,3,0
26,6,7,0.4,75,26,9,28,57,180,3,0
24,6,7,0.4,73,24,8,29,56,180,3,0
23,5,7,0.4,71,21,8,29,53,180,3,0
23,5,8,0.4,72,19,7,29,51,125,2,0
23,5,9,0.4,72,20,6,29,52,180,3,0
22,5,11,0.4,69,20,6,29,53,180,3,0
21,5,15,0.4,60,21,7,27,56,180,2,0
29,6,20,0.4,46,29,12,26,63,125,2,0
35,6,19,0.4,41,35,16,25,70,125,2,0
30,6,16,0.4,43,30,12,24,74,125,2,0
28,6,17,0.4,42,28,12,23,80,125,1,0
26,6,16,0.4,41,26,11,23,85,125,1,0
26,6,15,0.4,39,26,10,22,89,125,1,0
25,5,15,0.4,37,25,10,22,89,125,1,0
25,5,13,0.4,37,25,10,22,91,180,1,0
23,5,13,0.4,35,23,11,21,95,180,2,0
22,5,13,0.4,32,22,10,21,94,125,1,0
23,6,12,0.4,30,23,10,21,94,125,1,0
24,6,15,0.5,26,24,10,21,96,180,2,0
24,6,18,0.5,27,24,9,22,93,180,2,0
26,6,15,0.5,44,26,10,24,83,180,3,0
28,6,13,0.4,61,28,10,25,77,180,2,0
28,6,12,0.4,70,28,11,26,68,180,2,0
27,5,9,0.4,81,27,12,28,60,180,2,0
30,5,7,0.4,85,30,15,28,57,180,2,0
27,5,7,0.4,84,24,11,29,55,180,2,0
26,5,8,0.4,81,21,8,29,51,180,2,0
25,5,8,0.4,79,21,9,30,48,180,2,0
25,5,9,0.4,78,23,9,29,53,125,3,0
23,5,11,0.4,70,23,9,29,52,125,2,0
26,5,14,0.4,62,26,9,28,57,125,2,0
28,5,19,0.4,49,28,11,26,61,90,2,0
32,5,20,0.4,46,32,11,25,69,125,1,0
36,5,20,0.4,48,36,14,24,73,125,2,0
35,5,15,0.4,54,35,14,24,75,125,2,0
29,5,11,0.4,57,29,11,23,80,125,1,0
28,5,12,0.4,54,28,12,23,84,125,1,0
26,5,12,0.4,49,26,9,22,86,180,2,0
26,5,12,0.4,48,26,12,22,90,180,1,0
23,5,12,0.4,45,23,10,22,91,125,1,0
25,6,10,0.4,47,25,10,22,91,315,1,0
22,6,12,0.4,45,22,12,21,93,180,1,0
23,6,14,0.4,42,23,13,21,95,125,1,0
27,6,19,0.5,39,27,14,23,88,90,1,0
31,7,17,0.5,58,31,16,23,86,315,2,0
35,7,13,0.5,71,35,18,24,75,315,3,0
32,6,10,0.5,85,32,17,26,67,180,3,0
35,7,10,0.5,95,35,17,27,62,180,2,0
31,6,8,0.4,93,31,15,28,56,180,2,0
31,5,7,0.4,89,31,13,28,59,315,2,0
28,5,9,0.4,88,26,11,28,58,125,2,0
28,5,11,0.4,88,25,10,28,58,125,3,0
27,5,12,0.4,85,27,12,28,65,125,2,0
30,5,13,0.4,73,30,13,26,65,180,2,0
30,5,17,0.5,63,30,12,26,70,125,2,0
28,5,21,0.5,50,28,14,25,76,125,1,0
36,5,21,0.5,45,36,21,24,81,90,1,0
40,5,22,0.5,40,40,18,23,86,180,2,0
42,6,19,0.5,42,42,21,23,85,125,1,0
35,6,16,0.5,45,35,19,23,85,180,2,0
35,6,13,0.5,46,35,17,23,89,180,2,0
31,6,10,0.4,49,31,17,22,90,180,2,0
30,7,7,0.4,50,30,15,22,92,180,2,0
25,6,8,0.4,48,25,12,22,93,180,2,0
23,6,7,0.4,48,23,12,21,95,180,2,0
23,6,7,0.4,47,23,11,22,93,180,2,0
20,6,9,0.4,43,20,10,21,95,180,2,0
19,6,12,0.4,40,19,10,22,92,180,3,0
22,6,12,0.4,43,22,10,23,85,180,2,0
26,6,10,0.4,49,26,10,24,77,180,3,0
26,6,11,0.4,52,26,10,25,74,180,3,0
30,5,10,0.4,58,30,10,25,72,180,4,0
25,5,8,0.4,63,25,8,27,65,180,3,0
23,5,7,0.4,66,23,6,28,58,180,3,0
20,5,9,0.4,63,20,6,28,57,180,3,0
20,5,8,0.4,63,20,5,28,53,180,4,0
20,5,10,0.4,60,20,5,29,52,180,3,0
26,5,11,0.4,57,26,5,28,57,180,3,0
24,5,15,0.4,51,24,6,26,62,125,2,0
24,5,19,0.4,42,24,7,25,66,180,2,0
27,5,20,0.4,37,27,9,24,72,180,2,0
28,5,22,0.4,32,28,11,24,75,125,2,0
29,5,23,0.4,29,29,13,24,76,125,2,0
29,5,18,0.4,36,29,11,23,83,180,2,0
27,5,14,0.4,44,27,9,22,87,180,2,0
23,6,10,0.4,48,23,10,22,90,180,2,0
21,5,9,0.4,48,21,8,22,91,180,3,0
17,5,8,0.4,47,17,9,22,92,180,2,0
18,6,8,0.4,46,18,7,21,93,180,3,0
16,6,7,0.4,48,16,8,22,90,180,2,0
16,6,8,0.4,50,15,7,21,92,180,2,0
17,6,11,0.4,52,17,7,22,89,180,2,0
19,6,11,0.4,57,19,8,23,86,180,3,0
25,6,10,0.4,65,25,9,24,79,180,3,0
28,6,10,0.4,71,28,11,26,68,180,4,0
27,5,10,0.4,73,27,10,27,64,180,4,0
28,5,8,0.4,74,28,8,27,62,180,3,0
24,5,8,0.3,74,22,8,28,62,180,3,0
24,5,8,0.4,75,20,7,29,53,180,3,0
25,5,9,0.4,77,22,8,29,57,125,2,0
24,5,10,0.4,76,21,7,29,55,125,2,0
22,5,12,0.3,70,22,8,28,58,125,2,0
22,5,16,0.4,58,22,7,27,62,125,2,0
28,5,22,0.4,44,28,10,25,68,125,1,0
38,5,25,0.4,35,38,17,25,74,125,1,0
35,5,27,0.5,30,35,14,24,79,125,1,0
38,5,30,0.5,23,38,15,23,81,180,2,0
40,6,26,0.5,28,40,16,23,84,180,2,0
35,6,22,0.4,33,35,14,23,86,125,1,0
33,6,18,0.4,37,33,12,22,87,125,1,0
30,6,13,0.4,45,30,12,22,88,180,2,0
28,6,11,0.4,48,28,10,22,92,180,2,0
24,6,10,0.4,49,24,9,22,92,180,2,0
21,6,9,0.4,48,21,10,21,94,180,2,0
20,6,12,0.4,44,20,8,21,93,180,2,0
23,6,14,0.4,45,23,8,22,91,180,2,0
23,6,11,0.4,53,23,10,23,84,180,2,0
26,6,10,0.4,62,26,10,25,76,180,2,0
27,5,10,0.4,69,27,11,26,67,315,3,0
26,5,9,0.4,75,26,10,27,62,180,3,0
26,5,7,0.3,77,26,10,29,55,315,3,0
25,5,7,0.3,77,22,8,29,55,180,3,0
25,5,8,0.3,79,18,5,29,54,125,3,0
25,5,8,0.3,80,20,6,29,53,180,3,0
25,5,9,0.3,79,24,7,30,45,125,2,0
25,5,10,0.3,77,23,6,28,53,125,3,0
22,5,14,0.4,69,22,5,27,57,125,2,0
24,5,19,0.4,56,24,7,26,61,180,2,0
27,5,24,0.5,46,27,11,25,66,125,1,0
34,6,25,0.5,42,34,13,24,69,125,1,0
33,5,21,0.4,40,33,13,24,74,180,1,0
31,5,20,0.4,39,31,10,23,78,125,1,0
27,5,18,0.4,38,27,10,23,78,125,1,0
25,5,16,0.4,35,25,9,22,82,180,1,0
22,5,17,0.4,31,22,8,22,85,180,1,0
25,5,18,0.4,27,25,8,21,89,125,1,0
25,6,17,0.4,26,25,9,21,93,180,1,0
23,6,15,0.4,26,23,11,20,94,125,2,0
26,6,17,0.5,21,26,11,20,95,125,1,0
23,6,19,0.5,20,23,11,21,91,180,1,0
32,7,17,0.5,35,32,12,24,83,315,2,0
30,7,17,0.4,52,30,12,26,68,125,1,0
31,6,11,0.4,70,31,11,27,65,315,1,0
27,6,10,0.4,85,26,9,26,57,270,2,0
30,5,8,0.4,94,27,10,29,48,0,1,0
32,5,7,0.4,102,23,9,28,52,180,2,0
33,5,8,0.4,103,24,10,28,55,125,2,0
29,5,11,0.5,90,27,9,26,68,0,3,0
50,5,13,0.6,84,50,14,25,69,45,3,0
36,6,12,0.5,83,36,13,25,65,0,3,0
35,6,11,0.5,82,35,12,24,64,45,2,0
28,5,11,0.5,79,28,9,22,66,225,2,0
28,5,10,0.5,81,28,8,21,72,225,2,0
26,5,9,0.5,83,23,8,21,70,225,3,0
26,5,7,0.5,83,21,8,20,73,0,2,0
26,5,7,0.5,82,15,6,20,74,0,2,0
26,4,6,0.5,82,14,6,19,78,225,2,0
25,5,6,0.5,80,12,4,19,76,0,3,0
25,5,6,0.5,80,12,3,19,76,0,2,0
25,5,6,0.5,80,11,4,19,75,0,2,0
25,5,5,0.5,80,11,4,19,78,0,1,0
25,6,6,0.5,80,12,4,19,76,0,2,0
25,7,7,0.5,79,15,5,19,75,45,1,0
26,6,10,0.5,81,16,7,20,74,225,2,0
27,7,11,0.5,86,18,5,20,71,225,2,0
30,7,11,0.5,93,21,7,22,66,0,2,0
32,8,11,0.4,100,22,6,23,61,0,2,0
32,8,10,0.5,101,25,6,23,60,225,2,0
33,7,10,0.5,105,25,11,25,56,225,2,0
35,6,10,0.5,109,25,11,24,58,225,1,0
35,6,11,0.5,112,26,12,24,58,0,1,0
34,6,12,0.5,107,32,12,24,59,0,2,0
33,6,13,0.5,104,32,14,24,61,45,1,0
35,6,16,0.6,98,35,16,23,61,90,2,0
39,5,18,0.6,89,39,18,23,66,90,1,0
42,5,19,0.6,80,42,21,22,67,90,2,0
48,5,18,0.6,78,48,26,22,70,0,1,0
45,5,18,0.6,74,45,25,21,74,45,1,0
45,5,19,0.6,67,45,25,21,76,45,1,0
41,5,19,0.6,56,41,23,21,78,45,1,0
41,5,21,0.5,47,41,23,20,82,90,1,0
40,5,21,0.6,41,40,23,20,84,0,1,0
41,5,19,0.6,38,41,22,20,86,90,1,0
39,5,19,0.5,33,39,22,19,89,125,1,0
39,5,18,0.5,32,39,21,19,91,225,1,0
39,5,21,0.6,25,39,21,19,94,125,1,0
40,5,24,0.6,16,40,21,19,94,125,1,0
44,6,23,0.6,17,44,24,19,91,225,1,0
44,6,21,0.6,29,44,23,20,87,45,2,0
38,6,17,0.6,41,38,18,22,78,45,2,0
35,8,14,0.5,63,35,18,24,65,90,2,0
31,6,10,0.5,95,31,14,24,60,270,2,0
34,6,8,0.5,107,28,13,25,55,90,2,0
34,5,8,0.5,106,24,11,25,64,125,2,0
31,5,11,0.5,99,24,9,25,63,125,2,0
35,5,11,0.5,103,35,10,26,63,125,2,0
33,6,14,0.5,96,33,12,25,63,90,2,0
40,6,17,0.5,92,40,15,25,61,90,1,0
41,7,19,0.5,82,41,14,23,69,90,1,0
42,5,22,0.5,65,42,16,22,76,90,1,0
44,5,27,0.6,46,44,16,22,78,90,1,0
44,5,32,0.6,34,44,20,22,77,90,1,0
47,5,32,0.6,28,47,21,21,82,125,1,0
49,5,35,0.6,19,49,22,21,87,125,0,0
53,5,37,0.7,11,55,23,20,89,125,1,0
54,5,35,0.7,9,58,27,20,93,125,1,0
54,6,34,0.7,6,58,28,19,95,125,1,0
54,6,33,0.7,5,58,28,19,95,125,0,0
54,6,31,0.7,5,57,27,19,95,125,1,0
55,6,28,0.7,6,59,28,19,95,125,1,0
52,6,27,0.7,7,54,28,19,95,125,1,0
52,6,28,0.8,7,54,28,20,94,315,1,0
57,7,32,0.8,12,63,30,21,89,315,1,0
61,10,33,0.8,25,72,33,23,78,0,1,0
60,10,24,0.6,60,70,33,25,69,90,2,0
52,8,20,0.6,85,53,27,25,67,180,2,0
49,6,16,0.6,109,49,22,27,57,90,2,0
50,6,14,0.6,129,50,24,28,56,315,2,0
43,6,11,0.5,135,41,23,29,50,125,2,0
39,5,14,0.5,124,38,20,28,52,180,1,0
48,6,17,0.6,115,48,18,29,56,225,2,0
45,6,22,0.6,103,45,19,27,58,45,1,0
46,6,24,0.6,89,46,21,25,64,90,2,0
51,6,33,0.7,68,52,28,24,73,90,1,0
53,6,31,0.7,60,56,33,22,84,90,2,0.3
54,6,26,0.7,59,57,31,20,99,180,2,12.7
52,5,26,0.6,51,54,28,20,97,180,1,4
47,5,23,0.6,46,47,25,21,98,125,1,0.5
43,6,25,0.6,37,43,24,20,99,270,2,9.7
51,6,23,0.7,39,51,30,19,100,225,1,15.8
54,5,17,0.6,46,56,38,19,99,225,1,0.5
48,5,10,0.5,48,46,33,20,99,225,1,0
27,5,12,0.6,40,27,16,20,99,0,1,0
29,5,13,0.5,33,29,18,20,98,270,1,0
31,5,15,0.6,29,31,17,20,100,225,1,0
32,5,19,0.6,24,32,18,20,100,125,1,0
33,6,23,0.7,26,33,17,22,91,125,1,0
40,6,26,0.8,39,40,25,24,84,225,1,0
45,7,21,0.7,63,45,27,26,74,315,1,0
44,7,15,0.6,84,44,24,27,64,270,1,0
43,6,13,0.5,80,43,26,29,60,315,2,0
36,7,13,0.5,81,36,23,27,64,90,2,0
36,7,13,0.6,100,36,21,28,59,45,1,0.1
37,7,11,0.5,107,37,21,30,50,180,1,0
35,6,12,0.5,110,35,19,29,52,90,2,0
36,6,19,0.6,106,36,19,27,61,45,2,0
40,6,22,0.5,85,40,21,26,65,90,2,0
45,6,25,0.6,63,45,19,25,69,90,2,0
42,6,25,0.6,52,42,18,24,72,90,1,0
39,6,29,0.6,42,39,19,24,71,45,1,0
44,6,31,0.6,31,44,21,23,80,0,0,0
45,6,29,0.6,26,45,19,23,85,0,1,0
43,5,33,0.7,15,43,21,22,91,125,1,0
45,5,31,0.7,13,45,21,21,92,180,1,0
45,5,31,0.6,9,45,23,21,96,125,1,0
45,5,25,0.6,11,45,23,20,98,270,1,0
43,5,24,0.6,10,43,21,20,98,180,1,0
42,5,24,0.6,7,42,19,20,99,45,0,0
43,6,23,0.6,6,43,20,19,99,180,1,0
45,6,21,0.7,10,45,21,20,97,180,1,0
